TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
77518,PATO BRANCO,PR,PLANALTO,0.658,3601,0.464,0.458,0.043,0.024,0.078,0.542
77518,PATO BRANCO,PR,NOVO HORIZONTE,0.643,1894,0.496,0.424,0.044,0.022,0.079,0.575
77518,PATO BRANCO,PR,SÃO CRISTÓVÃO,0.62,2040,0.555,0.383,0.039,0.015,0.059,0.614
77518,PATO BRANCO,PR,SÃO JOÃO,0.618,674,0.822,0.156,0.006,0.007,0.021,0.843
77518,PATO BRANCO,PR,SANTO ANTONIO,0.616,2664,0.505,0.433,0.034,0.018,0.063,0.568
77518,PATO BRANCO,PR,ALVORADA,0.581,1412,0.579,0.37,0.023,0.021,0.052,0.631
77518,PATO BRANCO,PR,GRALHA AZUL,0.58,596,0.532,0.393,0.04,0.02,0.075,0.607
77518,PATO BRANCO,PR,CENTRO,0.575,8264,0.285,0.616,0.052,0.031,0.099,0.384
77518,PATO BRANCO,PR,PINHEIRINHO,0.572,2226,0.426,0.499,0.042,0.027,0.075,0.501
77518,PATO BRANCO,PR,SÃO ROQUE DO CHOPIM,0.565,1098,0.528,0.411,0.034,0.024,0.062,0.59
77518,PATO BRANCO,PR,JARDIM PRIMAVERA,0.548,3322,0.297,0.601,0.048,0.036,0.101,0.398
77518,PATO BRANCO,PR,FRARON,0.537,2088,0.346,0.561,0.043,0.033,0.092,0.438
77518,PATO BRANCO,PR,SÃO VICENTE,0.527,1803,0.406,0.521,0.042,0.022,0.073,0.479
77518,PATO BRANCO,PR,MORUMBI,0.516,610,0.523,0.418,0.028,0.028,0.06,0.583
77518,PATO BRANCO,PR,INDUSTRIAL,0.5,1178,0.414,0.514,0.032,0.025,0.072,0.486
77518,PATO BRANCO,PR,BAIXADA,0.498,2948,0.276,0.633,0.043,0.035,0.09,0.366
77518,PATO BRANCO,PR,VILA ESPERANÇA,0.49,1146,0.358,0.554,0.045,0.032,0.087,0.445
77518,PATO BRANCO,PR,JARDIM FLORESTA,0.486,665,0.549,0.406,0.027,0.014,0.046,0.595
77518,PATO BRANCO,PR,LA SALLE,0.476,2381,0.273,0.636,0.05,0.023,0.089,0.362
77518,PATO BRANCO,PR,SANTA TEREZINHA,0.475,2679,0.3,0.62,0.037,0.033,0.079,0.379
77518,PATO BRANCO,PR,BORTOT,0.471,1907,0.291,0.62,0.052,0.027,0.089,0.38
77518,PATO BRANCO,PR,SAMBUGARO,0.47,760,0.317,0.576,0.059,0.037,0.106,0.423
77518,PATO BRANCO,PR,SÃO DALMÁCIO,0.463,746,0.355,0.555,0.048,0.021,0.088,0.443
77518,PATO BRANCO,PR,VILA ISABEL,0.449,651,0.303,0.591,0.046,0.037,0.107,0.41
77518,PATO BRANCO,PR,BRASILIA,0.448,1060,0.234,0.648,0.064,0.036,0.118,0.352
77518,PATO BRANCO,PR,PARQUE DO SOM,0.381,145,0.276,0.579,0.041,0.048,0.144,0.42
77518,PATO BRANCO,PR,PASSO DA ILHA,0.374,299,0.268,0.625,0.07,0.023,0.107,0.375
77518,PATO BRANCO,PR,FAZENDA DA BARRA,0.346,153,0.34,0.575,0.052,0.02,0.086,0.426
77518,PATO BRANCO,PR,CADORIN,0.345,559,0.258,0.662,0.052,0.018,0.082,0.34
77518,PATO BRANCO,PR,CACHOEIRINHA,0.244,294,0.19,0.738,0.034,0.024,0.071,0.261
77518,PATO BRANCO,PR,SEDE DOM CARLOS,0.156,127,0.339,0.622,0.039,0.0,0.039,0.378
77518,PATO BRANCO,PR,LINHA INDEPENDENCIA,0.143,263,0.251,0.707,0.03,0.011,0.041,0.292
77518,PATO BRANCO,PR,SÃO XAVIER,0.142,149,0.201,0.745,0.027,0.027,0.054,0.255
