TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
87050,IJUÍ,RS,SÃO GERALDO,0.637,2881,0.439,0.477,0.041,0.034,0.084,0.523
87050,IJUÍ,RS,GETULIO VARGAS,0.618,2204,0.564,0.381,0.029,0.019,0.055,0.619
87050,IJUÍ,RS,TENÓRIO CAVALCANTE,0.61,2227,0.51,0.426,0.028,0.032,0.064,0.574
87050,IJUÍ,RS,SÃO JOSÉ,0.575,2651,0.377,0.537,0.042,0.034,0.087,0.464
87050,IJUÍ,RS,GLÓRIA,0.566,2478,0.479,0.462,0.023,0.029,0.058,0.537
87050,IJUÍ,RS,LAMBARI,0.556,563,0.574,0.366,0.034,0.023,0.061,0.635
87050,IJUÍ,RS,INDUSTRIAL,0.548,971,0.526,0.414,0.031,0.019,0.06,0.586
87050,IJUÍ,RS,ELIZABETH,0.548,698,0.453,0.463,0.047,0.032,0.084,0.537
87050,IJUÍ,RS,CENTRO,0.539,7958,0.308,0.612,0.036,0.034,0.079,0.387
87050,IJUÍ,RS,BURTET,0.538,2847,0.4,0.533,0.027,0.03,0.068,0.468
87050,IJUÍ,RS,TANCREDO NEVES,0.535,1285,0.591,0.371,0.019,0.016,0.039,0.63
87050,IJUÍ,RS,OSVALDO ARANHA,0.534,1347,0.446,0.483,0.032,0.034,0.07,0.516
87050,IJUÍ,RS,ALVORADA,0.52,1054,0.555,0.399,0.025,0.016,0.046,0.601
87050,IJUÍ,RS,MODELO,0.519,2411,0.403,0.53,0.033,0.028,0.066,0.469
87050,IJUÍ,RS,ASSIS BRASIL,0.518,3660,0.338,0.589,0.033,0.031,0.075,0.413
87050,IJUÍ,RS,MORADA DO SOL,0.517,853,0.386,0.522,0.045,0.039,0.093,0.479
87050,IJUÍ,RS,LUIZ FOGLIATTO,0.513,1446,0.55,0.41,0.022,0.015,0.04,0.59
87050,IJUÍ,RS,INTERIOR,0.505,4998,0.317,0.61,0.036,0.028,0.072,0.389
87050,IJUÍ,RS,PROGRESSO,0.485,859,0.42,0.508,0.035,0.035,0.072,0.492
87050,IJUÍ,RS,BOA VISTA,0.473,1298,0.485,0.468,0.018,0.026,0.047,0.532
87050,IJUÍ,RS,PENHA,0.473,1050,0.332,0.576,0.044,0.034,0.092,0.424
87050,IJUÍ,RS,LULU ILGENFRITZ,0.472,867,0.39,0.533,0.033,0.035,0.077,0.467
87050,IJUÍ,RS,TIARAJU,0.47,1832,0.373,0.562,0.035,0.024,0.067,0.44
87050,IJUÍ,RS,PINDORAMA,0.465,735,0.483,0.463,0.026,0.023,0.054,0.537
87050,IJUÍ,RS,JARDIM,0.447,1467,0.399,0.542,0.032,0.025,0.059,0.458
87050,IJUÍ,RS,STORCH,0.386,695,0.417,0.531,0.019,0.026,0.052,0.469
