TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
33278,ANGICAL,BA,POVOADO MUCAMBINHO,0.721,208,0.846,0.087,0.029,0.024,0.067,0.913
33278,ANGICAL,BA,POVOADO EIXO DE MISSAO,0.711,140,0.771,0.143,0.029,0.029,0.087,0.858
33278,ANGICAL,BA,DISTRITO MISSOES DE ARICOBE,0.709,2947,0.746,0.215,0.012,0.019,0.039,0.785
33278,ANGICAL,BA,POVOADO FAZENDINHA,0.665,288,0.847,0.104,0.0,0.014,0.048,0.895
33278,ANGICAL,BA,CENTRO,0.662,2615,0.697,0.264,0.017,0.015,0.039,0.736
33278,ANGICAL,BA,POVOADO VILA NOVA,0.647,375,0.952,0.043,0.0,0.005,0.005,0.957
33278,ANGICAL,BA,POVOADO SANTA LUZIA,0.612,229,0.86,0.105,0.004,0.022,0.035,0.895
33278,ANGICAL,BA,POVOADO BENFICA,0.602,251,0.833,0.131,0.024,0.012,0.036,0.869
33278,ANGICAL,BA,POVOADO JUNCO I,0.601,252,0.778,0.175,0.02,0.004,0.048,0.826
33278,ANGICAL,BA,POVOADO MANDIM,0.596,166,0.946,0.048,0.0,0.0,0.006,0.952
33278,ANGICAL,BA,POVOADO JUNCO II,0.591,170,0.8,0.153,0.029,0.0,0.047,0.847
33278,ANGICAL,BA,POVOADO GAMELEIRA,0.582,325,0.834,0.145,0.012,0.003,0.021,0.855
33278,ANGICAL,BA,POVOADO OURICANGA,0.581,209,0.871,0.11,0.005,0.005,0.02,0.891
33278,ANGICAL,BA,POVOADO SIRIEMA,0.573,166,0.867,0.108,0.018,0.006,0.024,0.891
33278,ANGICAL,BA,POVOADO SANTA MARIA,0.573,243,0.663,0.276,0.021,0.016,0.062,0.725
33278,ANGICAL,BA,POVOADO SUCESSO,0.57,189,0.862,0.116,0.0,0.011,0.021,0.883
33278,ANGICAL,BA,POVOADO ARAGUAIA,0.55,219,0.795,0.174,0.032,0.0,0.032,0.827
33278,ANGICAL,BA,POVOADO ARCADA,0.537,146,0.849,0.137,0.007,0.0,0.014,0.863
33278,ANGICAL,BA,POVOADO SAO JOAQUIM,0.529,211,0.806,0.175,0.014,0.005,0.019,0.825
33278,ANGICAL,BA,POVOADO ALTO DE SANTA CRUZ,0.517,302,0.709,0.255,0.01,0.01,0.036,0.745
33278,ANGICAL,BA,POVOADO CREOLAS,0.476,131,0.71,0.252,0.038,0.0,0.038,0.748
