TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO ITAGUASSU,0.742,769,0.828,0.116,0.03,0.012,0.056,0.884
36919,LIVRAMENTO DE NOSSA SENHORA,BA,CENTRO,0.739,6891,0.638,0.307,0.018,0.029,0.055,0.693
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO RIO ABAIXO,0.724,436,0.828,0.112,0.005,0.048,0.06,0.888
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO VÁRZEA,0.705,342,0.816,0.123,0.023,0.02,0.061,0.877
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO ARRECIFE,0.704,713,0.877,0.086,0.018,0.014,0.038,0.915
36919,LIVRAMENTO DE NOSSA SENHORA,BA,DISTRITO SÃO TIMÓTEO,0.697,471,0.868,0.087,0.013,0.028,0.045,0.913
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO MONTE OLIVEIRA,0.696,460,0.857,0.096,0.026,0.015,0.047,0.904
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO LAGOA DE DANIEL,0.694,483,0.865,0.091,0.021,0.017,0.044,0.909
36919,LIVRAMENTO DE NOSSA SENHORA,BA,DISTRITO IGUATEMI,0.69,3051,0.736,0.229,0.007,0.02,0.035,0.771
36919,LIVRAMENTO DE NOSSA SENHORA,BA,DISTRITO DE ITANAGÉ,0.683,1219,0.826,0.143,0.01,0.015,0.032,0.858
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO LAGOA DA PEDRA,0.68,145,0.807,0.124,0.034,0.028,0.069,0.876
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO VARZINHA,0.679,314,0.873,0.083,0.013,0.029,0.045,0.918
36919,LIVRAMENTO DE NOSSA SENHORA,BA,BENITO GAMA,0.674,1773,0.77,0.196,0.008,0.021,0.035,0.805
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO MUCAMBO,0.667,463,0.972,0.019,0.004,0.0,0.008,0.98
36919,LIVRAMENTO DE NOSSA SENHORA,BA,TAQUARI,0.667,1444,0.756,0.202,0.01,0.021,0.041,0.797
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO BARRINHA,0.666,1148,0.842,0.137,0.005,0.01,0.02,0.862
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO SÍTIO NOVO,0.65,389,0.787,0.162,0.026,0.018,0.052,0.839
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO MATINHA,0.643,496,0.853,0.117,0.004,0.012,0.03,0.883
36919,LIVRAMENTO DE NOSSA SENHORA,BA,RUA DO AREIÃO,0.637,552,0.73,0.216,0.016,0.031,0.054,0.784
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO VEREDA,0.634,286,0.857,0.105,0.014,0.014,0.038,0.895
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO TABULEIRO,0.63,519,0.84,0.133,0.012,0.012,0.028,0.868
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO TAMBORIL,0.62,239,0.954,0.042,0.0,0.004,0.004,0.958
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO LAGOA COMPRIDA,0.616,237,0.869,0.097,0.021,0.008,0.033,0.902
36919,LIVRAMENTO DE NOSSA SENHORA,BA,ESTOCADA,0.613,1449,0.713,0.253,0.011,0.017,0.034,0.747
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO LAGOA NOVA,0.612,379,0.813,0.15,0.013,0.024,0.037,0.85
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO CANA BRAVA,0.605,122,0.951,0.025,0.016,0.008,0.024,0.975
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO VÁRZEA DE DENTRO,0.6,237,0.873,0.101,0.004,0.017,0.025,0.898
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO GADO BRAVO,0.599,249,0.815,0.145,0.008,0.024,0.04,0.855
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO AÇOITA CAVALO,0.582,254,0.835,0.138,0.0,0.02,0.028,0.863
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO PATOS,0.574,489,0.759,0.209,0.004,0.025,0.033,0.792
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO LOURENÇO,0.57,351,0.689,0.259,0.009,0.043,0.052,0.741
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO NADO,0.529,314,0.726,0.239,0.003,0.016,0.035,0.761
36919,LIVRAMENTO DE NOSSA SENHORA,BA,POVOADO MONTEIRO,0.424,196,0.679,0.306,0.015,0.0,0.015,0.694
