TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
39233,TAPEROÁ,BA,CENTRO,0.75,5704,0.715,0.239,0.022,0.015,0.046,0.761
39233,TAPEROÁ,BA,CAMINHO DO MEL,0.74,680,0.791,0.144,0.022,0.025,0.064,0.855
39233,TAPEROÁ,BA,POVOADO ITIÚBA,0.735,996,0.786,0.156,0.029,0.014,0.058,0.844
39233,TAPEROÁ,BA,POVOADO JACARÉ,0.705,332,0.792,0.142,0.021,0.012,0.066,0.858
39233,TAPEROÁ,BA,POVOADO AREINHA,0.683,813,0.717,0.22,0.022,0.018,0.062,0.779
39233,TAPEROÁ,BA,POVOADO GRACIOSA,0.679,391,0.836,0.115,0.01,0.015,0.049,0.885
39233,TAPEROÁ,BA,POVOADO CAMURUGÍ,0.638,377,0.817,0.141,0.013,0.027,0.043,0.86
39233,TAPEROÁ,BA,POVOADO ESCADINHA,0.637,447,0.861,0.11,0.013,0.009,0.028,0.889
39233,TAPEROÁ,BA,BAIXINHA,0.632,202,0.876,0.084,0.015,0.015,0.04,0.916
39233,TAPEROÁ,BA,SÃO FELIPE,0.584,432,0.792,0.178,0.023,0.007,0.03,0.822
