TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
8435,NINA RODRIGUES,MA,CENTRO - ZONA URBANA,0.738,4234,0.738,0.219,0.016,0.023,0.042,0.78
8435,NINA RODRIGUES,MA,POVOADO AMAPA-ZONA RURAL,0.727,273,0.919,0.026,0.022,0.018,0.054,0.973
8435,NINA RODRIGUES,MA,POVOADO TRIZIDELA SAO DOMINGOS - ZONA RURAL,0.694,543,0.906,0.061,0.011,0.017,0.034,0.94
8435,NINA RODRIGUES,MA,POVOADO SAO DOMINGOS DO CHIQUITO - ZONA RURAL,0.672,251,0.892,0.064,0.016,0.02,0.044,0.936
8435,NINA RODRIGUES,MA,POVOADO BOA VISTA - ZONA RURAL,0.659,228,0.908,0.053,0.009,0.022,0.04,0.948
8435,NINA RODRIGUES,MA,ASSENTAMENTO PALMARES - ZONA RURAL,0.643,364,0.931,0.055,0.008,0.005,0.013,0.944
8435,NINA RODRIGUES,MA,ZONA RURAL,0.629,361,0.839,0.125,0.011,0.022,0.036,0.875
8435,NINA RODRIGUES,MA,POVOADO BURITI - ZONA RURAL,0.629,237,0.92,0.055,0.0,0.021,0.025,0.945
8435,NINA RODRIGUES,MA,POVOADO ZORRA - ZONA RURAL,0.628,184,0.799,0.147,0.022,0.033,0.055,0.854
8435,NINA RODRIGUES,MA,ASSENTAMENTO BALAIADA - ZONA RURAL,0.625,278,0.932,0.058,0.011,0.0,0.011,0.943
8435,NINA RODRIGUES,MA,POVOADO ILHA - ZONA RURAL,0.624,228,0.943,0.039,0.004,0.013,0.017,0.96
8435,NINA RODRIGUES,MA,POVOADO MANGUEIRA - ZONA RURAL,0.606,141,0.95,0.028,0.007,0.014,0.021,0.971
8435,NINA RODRIGUES,MA,POVOADO RIACHÃO DA VIÚVA - ZONA RURAL,0.594,99,0.758,0.182,0.01,0.051,0.061,0.819
