TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
48950,NOVA LIMA,MG,CENTRO,0.838,6387,0.509,0.357,0.08,0.038,0.133,0.642
48950,NOVA LIMA,MG,CRISTAIS,0.82,4683,0.5,0.364,0.078,0.042,0.136,0.636
48950,NOVA LIMA,MG,BONFIM,0.811,2637,0.575,0.314,0.058,0.04,0.11,0.685
48950,NOVA LIMA,MG,CABECEIRAS,0.803,4094,0.523,0.366,0.065,0.033,0.111,0.634
48950,NOVA LIMA,MG,VILA SAO LUIZ,0.792,2273,0.566,0.324,0.054,0.038,0.11,0.676
48950,NOVA LIMA,MG,RETIRO,0.781,3359,0.492,0.385,0.064,0.043,0.123,0.615
48950,NOVA LIMA,MG,CHACARA DOS CRISTAIS,0.777,2013,0.571,0.322,0.058,0.035,0.105,0.676
48950,NOVA LIMA,MG,HONORIO BICALHO,0.773,3308,0.522,0.376,0.058,0.033,0.103,0.625
48950,NOVA LIMA,MG,CHACARA BOM RETIRO,0.749,2031,0.534,0.358,0.056,0.036,0.105,0.639
48950,NOVA LIMA,MG,JOSE DE ALMEIDA,0.727,2361,0.479,0.408,0.055,0.04,0.112,0.591
48950,NOVA LIMA,MG,BELA FAMA,0.723,2220,0.55,0.363,0.043,0.033,0.086,0.636
48950,NOVA LIMA,MG,GALO novo,0.716,586,0.609,0.288,0.067,0.019,0.103,0.712
48950,NOVA LIMA,MG,CRUZEIRO,0.715,1153,0.613,0.303,0.046,0.024,0.084,0.697
48950,NOVA LIMA,MG,RUA NOVA,0.71,1307,0.487,0.385,0.066,0.046,0.129,0.616
48950,NOVA LIMA,MG,MINGU,0.71,1123,0.516,0.368,0.067,0.033,0.117,0.633
48950,NOVA LIMA,MG,SANTA RITA,0.706,1238,0.554,0.351,0.052,0.031,0.095,0.649
48950,NOVA LIMA,MG,BOA VISTA,0.689,753,0.567,0.336,0.057,0.029,0.097,0.664
48950,NOVA LIMA,MG,JARDINS DE PETROPOLIS,0.689,227,0.595,0.269,0.075,0.031,0.136,0.731
48950,NOVA LIMA,MG,SAO SEBASTIAO Das AGUAS CLARAS,0.681,1043,0.559,0.354,0.042,0.032,0.088,0.647
48950,NOVA LIMA,MG,CAMPO DO PIRES,0.674,1270,0.529,0.381,0.051,0.031,0.09,0.619
48950,NOVA LIMA,MG,JARDIM CANADA,0.673,5109,0.46,0.462,0.038,0.027,0.078,0.538
48950,NOVA LIMA,MG,VALE DO SOL,0.619,759,0.452,0.435,0.051,0.041,0.112,0.564
48950,NOVA LIMA,MG,PASARGADA,0.574,235,0.502,0.396,0.072,0.017,0.102,0.604
48950,NOVA LIMA,MG,VALE DOS CRISTAIS,0.528,2643,0.202,0.644,0.077,0.036,0.154,0.356
48950,NOVA LIMA,MG,VILA DA SERRA,0.521,3217,0.164,0.699,0.072,0.028,0.137,0.301
48950,NOVA LIMA,MG,BALNEÁRIO ÁGUA LIMPA,0.489,785,0.53,0.42,0.02,0.02,0.049,0.579
48950,NOVA LIMA,MG,ALPHAVILLE,0.462,1462,0.194,0.68,0.062,0.041,0.127,0.321
48950,NOVA LIMA,MG,MORRO DO CHAPEU,0.413,450,0.227,0.629,0.096,0.022,0.145,0.372
