TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
21598,RIO TINTO,PB,CENTRO,0.717,6076,0.598,0.344,0.021,0.031,0.057,0.655
21598,RIO TINTO,PB,SITIO,0.694,1256,0.784,0.17,0.023,0.018,0.045,0.829
21598,RIO TINTO,PB,VILA REGINA,0.684,2288,0.726,0.233,0.024,0.016,0.042,0.768
21598,RIO TINTO,PB,SALEMA,0.658,1414,0.64,0.299,0.028,0.026,0.06,0.7
21598,RIO TINTO,PB,TABERABA,0.656,710,0.859,0.115,0.01,0.011,0.025,0.884
21598,RIO TINTO,PB,DISTRITO DE LAGOA DE PRAIA,0.645,284,0.739,0.197,0.011,0.042,0.064,0.803
21598,RIO TINTO,PB,SILVA DE BELEM,0.636,224,0.938,0.036,0.018,0.009,0.027,0.965
21598,RIO TINTO,PB,JARAGUÁ,0.631,594,0.811,0.155,0.019,0.015,0.034,0.845
21598,RIO TINTO,PB,PRAIA DE CAMPINA,0.59,446,0.735,0.22,0.027,0.016,0.045,0.78
21598,RIO TINTO,PB,DISTRITO DE CRAVASSU,0.572,413,0.678,0.269,0.019,0.024,0.052,0.73
21598,RIO TINTO,PB,TANQUES,0.562,305,0.754,0.207,0.02,0.016,0.039,0.793
21598,RIO TINTO,PB,PIABUCU,0.561,461,0.757,0.213,0.011,0.017,0.03,0.787
21598,RIO TINTO,PB,TAVARES,0.534,397,0.73,0.239,0.008,0.02,0.031,0.761
