TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
90646,NOVA MUTUM,MT,COLINA II,0.369,4371,0.29,0.666,0.026,0.011,0.045,0.335
90646,NOVA MUTUM,MT,PARQUE DO SOL,0.365,2765,0.323,0.631,0.028,0.012,0.045,0.368
90646,NOVA MUTUM,MT,CONDOMÍNIO NOVO HORIZONTE (PROHAB I),0.355,400,0.492,0.475,0.018,0.015,0.033,0.525
90646,NOVA MUTUM,MT,EDELMINA QUERUBIM MARCHETTI,0.337,3398,0.304,0.658,0.014,0.014,0.037,0.341
90646,NOVA MUTUM,MT,RESIDENCIAL PARAÍSO,0.327,1695,0.368,0.599,0.014,0.012,0.034,0.402
90646,NOVA MUTUM,MT,CENTRO,0.296,4019,0.191,0.772,0.015,0.013,0.036,0.227
90646,NOVA MUTUM,MT,BELA VISTA,0.291,2881,0.159,0.798,0.02,0.015,0.043,0.202
90646,NOVA MUTUM,MT,JARDIM I,0.281,3176,0.175,0.787,0.02,0.011,0.037,0.212
90646,NOVA MUTUM,MT,COMUNIDADE RANCHÃO,0.21,850,0.274,0.691,0.021,0.006,0.035,0.309
90646,NOVA MUTUM,MT,ZONA RURAL,0.18,591,0.203,0.755,0.024,0.005,0.042,0.245
90646,NOVA MUTUM,MT,INDUSTRIAL NORTE,0.153,170,0.306,0.653,0.024,0.018,0.042,0.348
