TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
88803,MONTE ALEGRE DOS CAMPOS,RS,SAO JUDAS,0.511,136,0.412,0.449,0.096,0.037,0.14,0.552
88803,MONTE ALEGRE DOS CAMPOS,RS,ENXOVIA,0.503,240,0.562,0.375,0.05,0.013,0.063,0.625
88803,MONTE ALEGRE DOS CAMPOS,RS,SANTO ANTONIO,0.459,124,0.395,0.492,0.065,0.032,0.113,0.508
88803,MONTE ALEGRE DOS CAMPOS,RS,PASSO DO CARRO,0.452,482,0.392,0.527,0.056,0.021,0.081,0.473
88803,MONTE ALEGRE DOS CAMPOS,RS,"ESTEIRA, CAPELA DA LUZ",0.398,263,0.316,0.582,0.046,0.049,0.103,0.419
88803,MONTE ALEGRE DOS CAMPOS,RS,CAPELA DO CARMO,0.386,155,0.406,0.516,0.058,0.013,0.077,0.483
88803,MONTE ALEGRE DOS CAMPOS,RS,SAUDE,0.279,166,0.44,0.518,0.03,0.012,0.042,0.482
88803,MONTE ALEGRE DOS CAMPOS,RS,CENTRO,0.259,381,0.346,0.606,0.024,0.021,0.048,0.394
88803,MONTE ALEGRE DOS CAMPOS,RS,SAO FRANCISCO,0.226,223,0.238,0.695,0.036,0.018,0.067,0.305
88803,MONTE ALEGRE DOS CAMPOS,RS,RANCHINHO,0.14,216,0.292,0.671,0.023,0.014,0.037,0.329
