TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
61654,ARARAS,SP,JARDIM JOSÉ OMETTO I,0.606,6346,0.356,0.556,0.049,0.021,0.088,0.444
61654,ARARAS,SP,PARQUE TIRADENTES,0.596,6546,0.359,0.556,0.046,0.026,0.084,0.443
61654,ARARAS,SP,CENTRO,0.593,16099,0.255,0.631,0.065,0.032,0.114,0.369
61654,ARARAS,SP,JARDIM RESIDENCIAL ALVORADA,0.569,2735,0.388,0.531,0.044,0.026,0.081,0.469
61654,ARARAS,SP,PARQUE DAS ÁRVORES,0.562,3047,0.333,0.572,0.052,0.027,0.095,0.428
61654,ARARAS,SP,PARQUE INDUSTRIAL,0.559,2711,0.367,0.548,0.045,0.024,0.085,0.452
61654,ARARAS,SP,JARDIM CÂNDIDA,0.558,6594,0.217,0.666,0.065,0.038,0.116,0.333
61654,ARARAS,SP,JARDIM NOSSA SENHORA DE FÁTIMA,0.557,3920,0.25,0.63,0.075,0.029,0.12,0.37
61654,ARARAS,SP,JARDIM DAS NAÇÕES I,0.54,2645,0.255,0.617,0.07,0.042,0.128,0.383
61654,ARARAS,SP,JARDIM SANTA ROSA,0.537,2095,0.306,0.583,0.055,0.04,0.109,0.415
61654,ARARAS,SP,JARDIM JOSÉ OMETTO III,0.536,1760,0.339,0.561,0.049,0.031,0.1,0.439
61654,ARARAS,SP,VILLA LOBOS,0.533,3283,0.248,0.638,0.057,0.04,0.112,0.36
61654,ARARAS,SP,JARDIM NOVA ARARAS,0.522,2103,0.298,0.596,0.055,0.039,0.105,0.403
61654,ARARAS,SP,JARDIM NOSSA SENHORA APARECIDA,0.521,1653,0.304,0.584,0.065,0.03,0.111,0.415
61654,ARARAS,SP,JARDIM BELVEDERE,0.512,2108,0.25,0.629,0.087,0.022,0.122,0.372
61654,ARARAS,SP,JD. RES. BOSQUE DE VERSALLES,0.507,2499,0.237,0.648,0.065,0.033,0.113,0.35
61654,ARARAS,SP,JARDIM MARABÁ,0.504,2033,0.289,0.609,0.058,0.031,0.101,0.39
61654,ARARAS,SP,JARDIM SÃO JOÃO,0.481,1839,0.312,0.604,0.044,0.027,0.087,0.399
61654,ARARAS,SP,JARDIM CAMPESTRE,0.471,1304,0.235,0.64,0.065,0.043,0.126,0.361
61654,ARARAS,SP,VILA QUEIRÓZ,0.466,1174,0.232,0.639,0.083,0.03,0.13,0.362
61654,ARARAS,SP,JARDIM SÃO LUIZ,0.459,1225,0.247,0.638,0.066,0.03,0.114,0.361
61654,ARARAS,SP,JARDIM LUIZA MARIA,0.459,1499,0.216,0.67,0.065,0.037,0.114,0.33
