TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
86797,GIRUÁ,RS,SANTA RITA,0.489,661,0.561,0.395,0.015,0.023,0.045,0.606
86797,GIRUÁ,RS,SÃO JOSÉ,0.457,813,0.514,0.442,0.018,0.026,0.044,0.558
86797,GIRUÁ,RS,HORTÊNCIO,0.441,1149,0.394,0.543,0.029,0.033,0.063,0.457
86797,GIRUÁ,RS,MORADA DO SOL,0.421,745,0.415,0.525,0.023,0.03,0.06,0.475
86797,GIRUÁ,RS,CENTRO,0.413,2846,0.258,0.673,0.033,0.029,0.068,0.326
86797,GIRUÁ,RS,6º DISTRITO VILA DOS MELLOS,0.381,112,0.509,0.438,0.009,0.027,0.054,0.563
86797,GIRUÁ,RS,CANOVA,0.372,710,0.358,0.579,0.028,0.024,0.063,0.421
86797,GIRUÁ,RS,LEIMANN,0.339,1454,0.32,0.628,0.021,0.028,0.052,0.372
86797,GIRUÁ,RS,5º DISTRITO SÃO PAULO DAS TUNAS,0.289,294,0.289,0.639,0.037,0.034,0.071,0.36
86797,GIRUÁ,RS,SANTA FÉ,0.278,638,0.343,0.613,0.028,0.013,0.045,0.388
86797,GIRUÁ,RS,2º DISTRITO MATO GRANDE,0.263,440,0.307,0.639,0.023,0.027,0.055,0.362
86797,GIRUÁ,RS,1º DISTRITO SEDE,0.151,125,0.376,0.6,0.024,0.0,0.024,0.4
86797,GIRUÁ,RS,8º DISTRITO BOCA DA PICADA,0.118,145,0.2,0.752,0.014,0.034,0.048,0.248
86797,GIRUÁ,RS,3º DISTRITO CÂNDIDO FREIRE,0.078,184,0.179,0.788,0.022,0.011,0.033,0.212
