TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
83453,SEARA,SC,LINHA SÃO PAULO,0.689,361,0.629,0.274,0.039,0.042,0.098,0.727
83453,SEARA,SC,INDUSTRIAL,0.674,4916,0.47,0.453,0.045,0.02,0.076,0.546
83453,SEARA,SC,CARAIBA,0.58,497,0.408,0.455,0.076,0.04,0.136,0.544
83453,SEARA,SC,LINHA FLORESTA,0.577,116,0.543,0.353,0.043,0.052,0.104,0.647
83453,SEARA,SC,NITEROI,0.556,2711,0.333,0.571,0.045,0.034,0.096,0.429
83453,SEARA,SC,LINHA PINHALZINHO,0.529,220,0.605,0.332,0.036,0.009,0.063,0.668
83453,SEARA,SC,LINHA SALETE,0.478,107,0.421,0.467,0.056,0.056,0.112,0.533
83453,SEARA,SC,LINHA DOM PEDRO I,0.462,113,0.434,0.469,0.035,0.035,0.097,0.531
83453,SEARA,SC,LINHA SÃO RAFAEL,0.443,225,0.356,0.533,0.098,0.004,0.111,0.467
83453,SEARA,SC,LINHA SÃO PEDRO,0.427,129,0.45,0.473,0.07,0.0,0.078,0.528
83453,SEARA,SC,LINHA ÁGUA BONITA,0.416,152,0.408,0.507,0.053,0.02,0.086,0.494
83453,SEARA,SC,LINHA ARIRANHAZINHA,0.411,126,0.643,0.325,0.024,0.0,0.032,0.675
83453,SEARA,SC,LINHA FORQUILHA,0.402,110,0.327,0.545,0.055,0.045,0.127,0.454
83453,SEARA,SC,ALTAMIRO GUIMARÃES,0.38,89,0.315,0.562,0.101,0.0,0.123,0.438
83453,SEARA,SC,NOVA TEOTÔNIA,0.375,392,0.301,0.61,0.048,0.023,0.089,0.39
83453,SEARA,SC,LINHA VILA NOVA,0.374,96,0.365,0.542,0.031,0.052,0.093,0.458
83453,SEARA,SC,LINHA IPIRANGA,0.373,173,0.393,0.532,0.052,0.006,0.076,0.469
83453,SEARA,SC,LINHA SANTA LÚCIA,0.315,225,0.36,0.573,0.058,0.0,0.066,0.426
83453,SEARA,SC,LINHA CONSOLADORA,0.308,157,0.217,0.675,0.076,0.013,0.108,0.325
83453,SEARA,SC,LINHA SÃO ROQUE,0.295,163,0.38,0.558,0.043,0.006,0.061,0.441
83453,SEARA,SC,RUI BARBOSA,0.209,118,0.263,0.669,0.025,0.0,0.067,0.33
83453,SEARA,SC,LINHA SAGRADO CORAÇÃO,0.205,130,0.362,0.592,0.023,0.023,0.046,0.408
83453,SEARA,SC,LINHA TAQUARIMBO,0.117,78,0.372,0.615,0.013,0.0,0.013,0.385
