TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
59170,TRAJANO DE MORAES,RJ,VISCONDE DE IMBÉ,0.653,855,0.665,0.273,0.035,0.019,0.062,0.727
59170,TRAJANO DE MORAES,RJ,CENTRO,0.646,2664,0.525,0.408,0.042,0.019,0.066,0.591
59170,TRAJANO DE MORAES,RJ,BARRA DOS PASSOS,0.593,570,0.589,0.344,0.04,0.018,0.067,0.656
59170,TRAJANO DE MORAES,RJ,MONTE CAFÉ,0.557,458,0.62,0.323,0.035,0.015,0.056,0.676
59170,TRAJANO DE MORAES,RJ,TAPERA,0.415,519,0.405,0.53,0.039,0.019,0.066,0.471
59170,TRAJANO DE MORAES,RJ,MARIA MENDONÇA,0.414,468,0.348,0.568,0.056,0.028,0.084,0.432
59170,TRAJANO DE MORAES,RJ,PONTE NOVA,0.403,216,0.356,0.551,0.056,0.019,0.094,0.45
59170,TRAJANO DE MORAES,RJ,SERRA DAS ALMAS,0.34,289,0.426,0.522,0.024,0.021,0.052,0.478
59170,TRAJANO DE MORAES,RJ,PONTE DE ZINCO,0.296,204,0.225,0.681,0.044,0.039,0.093,0.318
59170,TRAJANO DE MORAES,RJ,SODRELÂNDIA,0.269,476,0.357,0.599,0.015,0.021,0.044,0.401
59170,TRAJANO DE MORAES,RJ,LAGOINHA,0.191,50,0.44,0.54,0.02,0.0,0.02,0.46
