TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
48771,MURIAÉ,MG,SANTA TEREZINHA,0.643,3017,0.592,0.359,0.023,0.018,0.05,0.642
48771,MURIAÉ,MG,BARRA,0.634,11648,0.456,0.48,0.031,0.022,0.063,0.519
48771,MURIAÉ,MG,PADRE TIAGO,0.617,592,0.63,0.306,0.019,0.024,0.065,0.695
48771,MURIAÉ,MG,BOA FAMÍLIA,0.601,723,0.56,0.368,0.029,0.026,0.071,0.631
48771,MURIAÉ,MG,PORTO,0.597,4203,0.492,0.453,0.024,0.02,0.054,0.546
48771,MURIAÉ,MG,CENTRO,0.593,7482,0.374,0.548,0.036,0.03,0.077,0.451
48771,MURIAÉ,MG,SÃO FRANCISCO,0.593,4080,0.446,0.489,0.027,0.024,0.064,0.51
48771,MURIAÉ,MG,BOM JESUS DA CACHOEIRA,0.581,959,0.685,0.276,0.016,0.018,0.039,0.724
48771,MURIAÉ,MG,BELISÁRIO,0.58,1293,0.602,0.35,0.02,0.018,0.049,0.651
48771,MURIAÉ,MG,SAFIRA,0.577,4519,0.429,0.508,0.027,0.028,0.063,0.492
48771,MURIAÉ,MG,INCONFIDÊNCIA I,0.576,799,0.523,0.406,0.031,0.03,0.071,0.594
48771,MURIAÉ,MG,SÃO CRISTÓVÃO,0.55,1931,0.474,0.468,0.033,0.016,0.06,0.534
48771,MURIAÉ,MG,CAPETINGA,0.549,198,0.722,0.227,0.01,0.02,0.05,0.772
48771,MURIAÉ,MG,ITAMURI,0.539,915,0.644,0.319,0.013,0.013,0.036,0.68
48771,MURIAÉ,MG,AEROPORTO,0.531,323,0.563,0.372,0.022,0.019,0.065,0.628
48771,MURIAÉ,MG,PLANALTO,0.53,1816,0.444,0.492,0.032,0.023,0.064,0.508
48771,MURIAÉ,MG,JOÃO XXIII,0.524,2134,0.425,0.51,0.026,0.024,0.064,0.489
48771,MURIAÉ,MG,PIRAPANEMA,0.512,444,0.536,0.403,0.032,0.016,0.061,0.597
48771,MURIAÉ,MG,ENCOBERTA,0.508,171,0.585,0.351,0.018,0.035,0.065,0.65
48771,MURIAÉ,MG,MACUCO,0.502,621,0.512,0.43,0.026,0.019,0.059,0.571
48771,MURIAÉ,MG,SÃO GOTARDO,0.499,473,0.41,0.499,0.042,0.042,0.09,0.5
48771,MURIAÉ,MG,GASPAR,0.488,136,0.478,0.434,0.044,0.044,0.088,0.566
48771,MURIAÉ,MG,DORNELAS,0.486,4735,0.338,0.599,0.027,0.025,0.063,0.401
48771,MURIAÉ,MG,SÃO JOÃO DO GLÓRIA,0.479,211,0.682,0.28,0.009,0.019,0.038,0.72
48771,MURIAÉ,MG,SÃO PEDRO,0.467,838,0.504,0.447,0.02,0.019,0.048,0.552
48771,MURIAÉ,MG,JOANÓPOLIS,0.465,862,0.484,0.464,0.02,0.024,0.052,0.536
48771,MURIAÉ,MG,SÃO FERNANDO,0.461,279,0.559,0.391,0.018,0.025,0.051,0.61
48771,MURIAÉ,MG,VERMELHO,0.446,1575,0.444,0.509,0.019,0.018,0.047,0.491
48771,MURIAÉ,MG,SANTANA,0.431,2007,0.381,0.563,0.021,0.02,0.054,0.435
48771,MURIAÉ,MG,CERÂMICA,0.423,102,0.49,0.441,0.039,0.02,0.069,0.559
48771,MURIAÉ,MG,CARDOSO DE MELO,0.411,696,0.392,0.543,0.023,0.029,0.064,0.456
