TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
72095,UBATUBA,SP,CENTRO,0.584,8729,0.308,0.6,0.053,0.028,0.093,0.401
72095,UBATUBA,SP,PEREQUE ACU,0.564,5062,0.355,0.567,0.041,0.026,0.078,0.433
72095,UBATUBA,SP,ITAGUA,0.564,4383,0.331,0.581,0.044,0.03,0.088,0.419
72095,UBATUBA,SP,IPIRANGUINHA,0.564,5788,0.383,0.548,0.036,0.022,0.069,0.452
72095,UBATUBA,SP,UMUARAMA,0.562,5734,0.314,0.597,0.046,0.03,0.088,0.402
72095,UBATUBA,SP,SERTAO DA QUINA,0.534,2501,0.406,0.526,0.028,0.031,0.068,0.474
72095,UBATUBA,SP,TAQUARAL,0.527,1552,0.376,0.54,0.043,0.028,0.086,0.462
72095,UBATUBA,SP,ITAMAMBUCA,0.513,1090,0.326,0.563,0.055,0.039,0.112,0.438
72095,UBATUBA,SP,MARANDUBA,0.494,1761,0.407,0.529,0.032,0.022,0.065,0.472
72095,UBATUBA,SP,PuRUBA,0.485,986,0.447,0.489,0.032,0.024,0.063,0.51
72095,UBATUBA,SP,PEREQUE MIRIM,0.473,2878,0.332,0.598,0.034,0.026,0.069,0.401
72095,UBATUBA,SP,SACO DA RIBEIRA,0.467,969,0.321,0.583,0.053,0.035,0.096,0.417
72095,UBATUBA,SP,ESTUFA I,0.464,1700,0.339,0.583,0.039,0.026,0.076,0.415
72095,UBATUBA,SP,MARAFUNDA,0.462,2225,0.387,0.553,0.024,0.027,0.058,0.445
72095,UBATUBA,SP,ESTUFA II,0.458,3303,0.32,0.616,0.034,0.021,0.065,0.385
72095,UBATUBA,SP,RIO ESCURO,0.42,1377,0.375,0.565,0.031,0.022,0.06,0.435
72095,UBATUBA,SP,FIGUEIRA,0.42,794,0.341,0.581,0.034,0.038,0.078,0.419
72095,UBATUBA,SP,LAGOINHA,0.416,1292,0.289,0.632,0.044,0.019,0.081,0.37
72095,UBATUBA,SP,SESMARIA,0.414,919,0.402,0.541,0.033,0.02,0.058,0.46
72095,UBATUBA,SP,PICINGUABA,0.374,404,0.334,0.587,0.045,0.027,0.079,0.413
