TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
80063,APIÚNA,SC,RIO NOVO,0.43,117,0.462,0.462,0.051,0.017,0.077,0.539
80063,APIÚNA,SC,CENTRO,0.351,3254,0.235,0.715,0.029,0.009,0.052,0.287
80063,APIÚNA,SC,SALÃO,0.347,122,0.23,0.615,0.139,0.008,0.155,0.385
80063,APIÚNA,SC,CARVALHO,0.311,251,0.323,0.606,0.02,0.032,0.072,0.395
80063,APIÚNA,SC,NEISSE CENTRAL,0.305,111,0.297,0.613,0.063,0.0,0.09,0.387
80063,APIÚNA,SC,SANTO ANTÔNIO,0.274,165,0.309,0.618,0.048,0.018,0.072,0.381
80063,APIÚNA,SC,SUBIDA,0.258,623,0.345,0.615,0.021,0.011,0.04,0.385
80063,APIÚNA,SC,SÃO JORGE II,0.215,100,0.32,0.62,0.06,0.0,0.06,0.38
80063,APIÚNA,SC,JUNDIÁ,0.202,110,0.282,0.655,0.036,0.027,0.063,0.345
80063,APIÚNA,SC,SÃO JORGE I,0.199,96,0.385,0.573,0.031,0.0,0.041,0.426
80063,APIÚNA,SC,SÃO LUIZ,0.177,289,0.149,0.796,0.038,0.003,0.055,0.204
80063,APIÚNA,SC,SÃO PEDRO,0.171,389,0.321,0.653,0.008,0.01,0.026,0.347
80063,APIÚNA,SC,BAGUAÇU,0.151,75,0.28,0.667,0.04,0.013,0.053,0.333
80063,APIÚNA,SC,BASÍLIO,0.145,204,0.314,0.652,0.029,0.005,0.034,0.348
80063,APIÚNA,SC,VARGEM GRANDE,0.113,341,0.22,0.754,0.012,0.006,0.027,0.247
80063,APIÚNA,SC,ÁGUAS FRIAS,0.079,95,0.305,0.674,0.011,0.011,0.022,0.327
80063,APIÚNA,SC,SANTA ROSA,0.069,89,0.247,0.719,0.011,0.022,0.033,0.28
