TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
64157,FERRAZ DE VASCONCELOS,SP,PARQUE SAO FRANCISCO,0.838,5966,0.546,0.345,0.055,0.043,0.11,0.656
64157,FERRAZ DE VASCONCELOS,SP,VILA SAO PAULO,0.825,7265,0.546,0.353,0.055,0.032,0.1,0.646
64157,FERRAZ DE VASCONCELOS,SP,CAMBIRI,0.82,5139,0.6,0.313,0.047,0.03,0.087,0.687
64157,FERRAZ DE VASCONCELOS,SP,CENTRO,0.819,9987,0.492,0.39,0.06,0.042,0.117,0.609
64157,FERRAZ DE VASCONCELOS,SP,JARDIM SAO JOAO,0.801,4243,0.51,0.375,0.06,0.041,0.115,0.625
64157,FERRAZ DE VASCONCELOS,SP,VILA CORREA,0.793,6867,0.459,0.413,0.066,0.047,0.129,0.588
64157,FERRAZ DE VASCONCELOS,SP,VILA AMERICANO,0.792,3624,0.521,0.368,0.057,0.042,0.11,0.631
64157,FERRAZ DE VASCONCELOS,SP,CONJUNTO RES PRES CASTELO BRANCO,0.791,3483,0.518,0.369,0.057,0.038,0.113,0.631
64157,FERRAZ DE VASCONCELOS,SP,PARQUE DOURADO,0.785,3838,0.527,0.371,0.047,0.043,0.102,0.629
64157,FERRAZ DE VASCONCELOS,SP,VILA JAMIL,0.781,3100,0.605,0.312,0.046,0.028,0.083,0.688
64157,FERRAZ DE VASCONCELOS,SP,JARDIM LUIZ MAURO,0.776,3570,0.529,0.373,0.049,0.039,0.099,0.628
64157,FERRAZ DE VASCONCELOS,SP,JARDIM ANGELINA,0.773,2391,0.545,0.349,0.055,0.043,0.106,0.651
64157,FERRAZ DE VASCONCELOS,SP,VILA SANTA MARGARIDA,0.771,3611,0.51,0.385,0.055,0.035,0.104,0.614
64157,FERRAZ DE VASCONCELOS,SP,JARDIM RENATA,0.771,2553,0.516,0.369,0.067,0.033,0.116,0.632
64157,FERRAZ DE VASCONCELOS,SP,VILA SANTO ANTONIO,0.771,2429,0.497,0.368,0.073,0.044,0.134,0.631
64157,FERRAZ DE VASCONCELOS,SP,JARDIM NOSSA SENHORA DO CAMINHO,0.768,2567,0.563,0.342,0.041,0.038,0.095,0.658
64157,FERRAZ DE VASCONCELOS,SP,VILA ARBAME,0.764,3840,0.517,0.388,0.051,0.033,0.096,0.613
64157,FERRAZ DE VASCONCELOS,SP,JARDIM SAN GIOVANI,0.762,2913,0.515,0.379,0.058,0.031,0.105,0.62
64157,FERRAZ DE VASCONCELOS,SP,VILA ANDEYARA,0.761,3007,0.488,0.397,0.06,0.041,0.116,0.604
64157,FERRAZ DE VASCONCELOS,SP,JARDIM DO CASTELO,0.758,2822,0.505,0.387,0.058,0.037,0.108,0.613
64157,FERRAZ DE VASCONCELOS,SP,VILA MARIA ROSA,0.757,2089,0.522,0.364,0.064,0.036,0.114,0.636
64157,FERRAZ DE VASCONCELOS,SP,JARDIM TV,0.757,2754,0.529,0.371,0.052,0.036,0.099,0.628
64157,FERRAZ DE VASCONCELOS,SP,JARDIM PRIMAVERA,0.751,2624,0.535,0.367,0.046,0.039,0.096,0.631
64157,FERRAZ DE VASCONCELOS,SP,JARDIM FREIRE,0.74,2444,0.505,0.388,0.052,0.041,0.105,0.61
64157,FERRAZ DE VASCONCELOS,SP,TANQUINHO,0.72,2074,0.466,0.41,0.075,0.034,0.123,0.589
64157,FERRAZ DE VASCONCELOS,SP,VILA ROMANOPOLIS,0.712,1798,0.459,0.411,0.056,0.056,0.132,0.591
64157,FERRAZ DE VASCONCELOS,SP,JARDIM JULIANA,0.711,1635,0.473,0.402,0.07,0.043,0.126,0.599
64157,FERRAZ DE VASCONCELOS,SP,VILA PEREIRA,0.689,1094,0.555,0.355,0.043,0.035,0.091,0.646
64157,FERRAZ DE VASCONCELOS,SP,NUCLEO ITAIM,0.583,331,0.511,0.396,0.051,0.03,0.093,0.604
