TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
25518,SANTA MARIA DA BOA VISTA,PE,PROJETO CARAÍBAS,0.816,5004,0.885,0.088,0.005,0.016,0.027,0.912
25518,SANTA MARIA DA BOA VISTA,PE,ZONA RURAL,0.777,2310,0.853,0.107,0.008,0.026,0.04,0.893
25518,SANTA MARIA DA BOA VISTA,PE,VILA MILANO,0.771,548,0.734,0.177,0.013,0.075,0.09,0.824
25518,SANTA MARIA DA BOA VISTA,PE,URIMAMÃ,0.755,1041,0.807,0.134,0.014,0.02,0.058,0.865
25518,SANTA MARIA DA BOA VISTA,PE,POVOADO DE CARAÍBAS,0.732,876,0.829,0.121,0.013,0.029,0.051,0.88
25518,SANTA MARIA DA BOA VISTA,PE,AGROVILA,0.73,1729,0.751,0.195,0.013,0.028,0.054,0.805
25518,SANTA MARIA DA BOA VISTA,PE,COHAB,0.701,2324,0.727,0.226,0.009,0.031,0.046,0.773
25518,SANTA MARIA DA BOA VISTA,PE,CENTRO,0.701,1894,0.705,0.242,0.013,0.033,0.054,0.759
25518,SANTA MARIA DA BOA VISTA,PE,SANTA LUZIA,0.697,1133,0.823,0.139,0.007,0.026,0.039,0.862
25518,SANTA MARIA DA BOA VISTA,PE,ASSENTAMENTO CATALUNHA,0.68,606,0.939,0.046,0.005,0.003,0.015,0.954
25518,SANTA MARIA DA BOA VISTA,PE,INHANHUM,0.68,398,0.869,0.088,0.005,0.033,0.043,0.912
25518,SANTA MARIA DA BOA VISTA,PE,AGAMENON MAGALHÃES,0.673,1408,0.751,0.206,0.01,0.028,0.044,0.795
25518,SANTA MARIA DA BOA VISTA,PE,ASSENTAMENTO SAFRA,0.673,626,0.909,0.072,0.003,0.013,0.019,0.928
25518,SANTA MARIA DA BOA VISTA,PE,SERROTE,0.663,387,0.858,0.101,0.01,0.021,0.041,0.899
25518,SANTA MARIA DA BOA VISTA,PE,MANDACARU,0.655,935,0.835,0.14,0.01,0.011,0.025,0.86
25518,SANTA MARIA DA BOA VISTA,PE,SENADOR PAULO GUERRA,0.643,480,0.688,0.248,0.021,0.042,0.065,0.753
25518,SANTA MARIA DA BOA VISTA,PE,CUPIRA,0.61,490,0.786,0.176,0.01,0.006,0.038,0.824
25518,SANTA MARIA DA BOA VISTA,PE,PROJETO FULGÊNCIO,0.607,399,0.807,0.158,0.013,0.023,0.036,0.843
25518,SANTA MARIA DA BOA VISTA,PE,ASSENTAMENTO VITÓRIA II,0.606,681,0.767,0.198,0.009,0.013,0.035,0.802
