TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
47252,JOÃO PINHEIRO,MG,MALHADA BONITA,0.69,68,0.765,0.147,0.015,0.029,0.088,0.853
47252,JOÃO PINHEIRO,MG,SANTA CRUZ I,0.649,1137,0.637,0.301,0.029,0.026,0.062,0.699
47252,JOÃO PINHEIRO,MG,MANGABEIRAS,0.621,2163,0.648,0.311,0.02,0.014,0.041,0.689
47252,JOÃO PINHEIRO,MG,ÁGUA LIMPA,0.614,949,0.655,0.291,0.024,0.015,0.053,0.708
47252,JOÃO PINHEIRO,MG,MALHADINHA,0.598,42,0.619,0.286,0.095,0.0,0.095,0.714
47252,JOÃO PINHEIRO,MG,COHAB,0.557,532,0.568,0.37,0.034,0.015,0.063,0.631
47252,JOÃO PINHEIRO,MG,ALVORADA,0.547,3362,0.477,0.474,0.025,0.017,0.049,0.526
47252,JOÃO PINHEIRO,MG,CANA BRAVA,0.541,1420,0.485,0.455,0.024,0.027,0.061,0.546
47252,JOÃO PINHEIRO,MG,ZONA RURAL,0.524,239,0.711,0.247,0.029,0.013,0.042,0.753
47252,JOÃO PINHEIRO,MG,DISTRITO DE CANA BRAVA,0.522,45,0.644,0.289,0.0,0.044,0.066,0.71
47252,JOÃO PINHEIRO,MG,VEREDAS,0.502,331,0.495,0.432,0.042,0.015,0.072,0.567
47252,JOÃO PINHEIRO,MG,ESPLANADA,0.496,2220,0.447,0.501,0.031,0.014,0.052,0.499
47252,JOÃO PINHEIRO,MG,PAPAGAIO,0.495,1562,0.471,0.478,0.029,0.012,0.052,0.523
47252,JOÃO PINHEIRO,MG,RURALMINAS II,0.483,102,0.52,0.402,0.049,0.029,0.078,0.598
47252,JOÃO PINHEIRO,MG,CENTRO,0.481,8539,0.346,0.598,0.031,0.016,0.055,0.401
47252,JOÃO PINHEIRO,MG,VILA LAJES,0.473,544,0.526,0.423,0.017,0.018,0.051,0.577
47252,JOÃO PINHEIRO,MG,SANTA LUZIA,0.461,201,0.622,0.333,0.025,0.015,0.045,0.667
47252,JOÃO PINHEIRO,MG,VARGEM BONITA,0.449,437,0.629,0.348,0.018,0.002,0.022,0.651
47252,JOÃO PINHEIRO,MG,RURALMINAS I,0.431,608,0.521,0.439,0.031,0.005,0.04,0.561
47252,JOÃO PINHEIRO,MG,CAATINGA,0.43,100,0.69,0.28,0.03,0.0,0.03,0.72
47252,JOÃO PINHEIRO,MG,LUIZLÂNDIA DO OESTE,0.414,1539,0.483,0.491,0.008,0.01,0.025,0.508
47252,JOÃO PINHEIRO,MG,OLHOS DAGUA,0.361,396,0.482,0.48,0.025,0.01,0.038,0.52
47252,JOÃO PINHEIRO,MG,FRUTA DANTA,0.355,334,0.386,0.551,0.045,0.009,0.063,0.449
47252,JOÃO PINHEIRO,MG,MANDACARU,0.322,43,0.186,0.628,0.186,0.0,0.186,0.372
47252,JOÃO PINHEIRO,MG,VILA ALMAS,0.315,103,0.505,0.456,0.019,0.01,0.039,0.544
47252,JOÃO PINHEIRO,MG,TAUÁ,0.193,205,0.38,0.59,0.015,0.01,0.03,0.41
