TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
6050,MACAPÁ,AP,VILA DO CURIAU,0.814,802,0.631,0.197,0.121,0.04,0.171,0.802
6050,MACAPÁ,AP,VILA DE PONTA GROSSA DO PIRIRIM,0.779,158,0.823,0.082,0.07,0.025,0.095,0.918
6050,MACAPÁ,AP,DISTRITO DE BAILIQUE,0.775,3842,0.738,0.209,0.026,0.02,0.053,0.791
6050,MACAPÁ,AP,TRACAJATUBA I,0.772,555,0.769,0.15,0.047,0.023,0.081,0.85
6050,MACAPÁ,AP,LAGUINHO,0.771,7180,0.419,0.433,0.09,0.043,0.147,0.566
6050,MACAPÁ,AP,JESUS DE NAZARE,0.768,5982,0.414,0.426,0.095,0.049,0.159,0.573
6050,MACAPÁ,AP,PACOVAL,0.767,9896,0.413,0.447,0.089,0.035,0.139,0.552
6050,MACAPÁ,AP,CENTRO,0.759,13892,0.394,0.458,0.086,0.048,0.148,0.542
6050,MACAPÁ,AP,POVOADO DE IPIXUNA,0.755,316,0.75,0.158,0.06,0.019,0.092,0.842
6050,MACAPÁ,AP,DISTRITO DE FAZENDINHA,0.755,6478,0.45,0.439,0.068,0.031,0.109,0.559
6050,MACAPÁ,AP,NOVO BURITIZAL,0.754,6363,0.41,0.45,0.08,0.045,0.141,0.551
6050,MACAPÁ,AP,PERPETUO SOCORRO,0.753,13272,0.413,0.464,0.079,0.028,0.122,0.535
6050,MACAPÁ,AP,BEIROL,0.752,10051,0.392,0.46,0.089,0.045,0.148,0.54
6050,MACAPÁ,AP,TREM,0.749,7417,0.387,0.452,0.082,0.06,0.161,0.548
6050,MACAPÁ,AP,CONGOS,0.749,8381,0.407,0.461,0.084,0.033,0.131,0.538
6050,MACAPÁ,AP,NOVA ESPERANCA,0.743,3182,0.43,0.42,0.099,0.035,0.149,0.579
6050,MACAPÁ,AP,BURITIZAL,0.743,20339,0.381,0.476,0.085,0.043,0.141,0.522
6050,MACAPÁ,AP,SANTA RITA,0.743,13362,0.378,0.472,0.086,0.049,0.149,0.527
6050,MACAPÁ,AP,ZERAO,0.741,10383,0.407,0.475,0.069,0.038,0.12,0.527
6050,MACAPÁ,AP,MUCA,0.734,6893,0.41,0.469,0.072,0.034,0.12,0.53
6050,MACAPÁ,AP,SANTO ANTONIO DA PEDREIRA,0.734,529,0.622,0.267,0.076,0.025,0.112,0.734
6050,MACAPÁ,AP,UNIVERSIDADE,0.732,6075,0.4,0.467,0.07,0.048,0.131,0.531
6050,MACAPÁ,AP,VILA DO CANTANZAL,0.726,262,0.714,0.191,0.05,0.004,0.096,0.81
6050,MACAPÁ,AP,JARDIM EQUATORIAL,0.726,3908,0.421,0.454,0.075,0.037,0.125,0.546
6050,MACAPÁ,AP,SAO LAZARO,0.725,8138,0.384,0.482,0.079,0.041,0.132,0.516
6050,MACAPÁ,AP,VILA SAO JOAQUIM DO PACUI,0.721,713,0.522,0.318,0.126,0.022,0.159,0.681
6050,MACAPÁ,AP,PEDRINHAS,0.719,5402,0.427,0.467,0.064,0.029,0.106,0.533
6050,MACAPÁ,AP,MACAPABA,0.718,2526,0.435,0.431,0.076,0.042,0.135,0.57
6050,MACAPÁ,AP,VILA DE SÃO BENEDITO DO PACUÍ,0.717,182,0.764,0.148,0.071,0.011,0.087,0.851
6050,MACAPÁ,AP,VILA DE MARUANUM,0.716,595,0.541,0.314,0.104,0.025,0.144,0.685
6050,MACAPÁ,AP,TRACAJATUBA II,0.709,126,0.619,0.183,0.19,0.008,0.198,0.817
6050,MACAPÁ,AP,NOVO HORIZONTE,0.708,10409,0.373,0.504,0.073,0.038,0.123,0.496
6050,MACAPÁ,AP,JARDIM FELICIDADE I,0.707,6793,0.378,0.496,0.074,0.038,0.126,0.504
6050,MACAPÁ,AP,SANTA INES,0.706,3872,0.406,0.471,0.07,0.036,0.122,0.528
6050,MACAPÁ,AP,CUBA DE ASFALTO,0.699,2495,0.421,0.45,0.088,0.03,0.13,0.551
6050,MACAPÁ,AP,BRASIL NOVO,0.691,6305,0.381,0.503,0.067,0.036,0.114,0.495
6050,MACAPÁ,AP,JARDIM FELICIDADE II,0.69,5858,0.362,0.507,0.077,0.037,0.131,0.493
6050,MACAPÁ,AP,LOTEAMENTO BURITIS,0.685,3981,0.381,0.494,0.068,0.044,0.125,0.506
6050,MACAPÁ,AP,São pedro do caranã,0.677,97,0.649,0.227,0.031,0.01,0.123,0.772
6050,MACAPÁ,AP,VILA DO CORACAO,0.677,1230,0.472,0.412,0.07,0.026,0.116,0.588
6050,MACAPÁ,AP,Torrão do Matapi,0.666,268,0.537,0.313,0.104,0.022,0.148,0.685
6050,MACAPÁ,AP,RENASCER,0.663,2890,0.369,0.493,0.09,0.034,0.137,0.506
6050,MACAPÁ,AP,INFRAERO I,0.662,2730,0.386,0.492,0.072,0.033,0.124,0.51
6050,MACAPÁ,AP,PANTANAL,0.66,2102,0.375,0.465,0.092,0.054,0.159,0.534
6050,MACAPÁ,AP,CABRALZINHO,0.658,2524,0.382,0.488,0.068,0.047,0.13,0.512
6050,MACAPÁ,AP,INFRAERO II,0.657,3246,0.376,0.504,0.07,0.034,0.118,0.494
6050,MACAPÁ,AP,MARABAIXO III,0.656,4753,0.362,0.526,0.064,0.032,0.112,0.474
6050,MACAPÁ,AP,vila lontra da pedreira,0.64,144,0.618,0.278,0.09,0.007,0.104,0.722
6050,MACAPÁ,AP,VILA SANTA LUZIA DO PACUI,0.637,464,0.562,0.347,0.078,0.004,0.09,0.652
6050,MACAPÁ,AP,BONÉ AZUL,0.635,1661,0.368,0.472,0.098,0.043,0.16,0.528
6050,MACAPÁ,AP,CARAPANANTUBA,0.628,363,0.598,0.32,0.039,0.041,0.083,0.681
6050,MACAPÁ,AP,VILA CORRE AGUA,0.615,387,0.612,0.313,0.036,0.034,0.075,0.687
6050,MACAPÁ,AP,VILA ABACATE DA PEDREIRA,0.602,591,0.628,0.311,0.041,0.014,0.062,0.69
6050,MACAPÁ,AP,nossa senhora da conceição do igarape amazonas,0.596,94,0.745,0.191,0.032,0.021,0.064,0.809
6050,MACAPÁ,AP,MARABAIXO I,0.593,1585,0.37,0.514,0.063,0.04,0.117,0.487
6050,MACAPÁ,AP,NÃO ESPECIFICADO,0.58,1103,0.487,0.44,0.043,0.024,0.075,0.562
6050,MACAPÁ,AP,COMUNIDADE DE CAMPINA GRANDE,0.576,119,0.471,0.37,0.118,0.008,0.16,0.631
6050,MACAPÁ,AP,VILA DE SAO TOME ,0.568,211,0.829,0.142,0.024,0.005,0.029,0.858
6050,MACAPÁ,AP,VILA DE SAO PEDRO DOS BOIS,0.553,109,0.459,0.394,0.119,0.018,0.146,0.605
6050,MACAPÁ,AP,VILA DE SÃO RAIMUNDO DO PARAÍSO,0.548,202,0.49,0.411,0.045,0.054,0.099,0.589
6050,MACAPÁ,AP,IGARAPE DA FORTALEZA,0.541,888,0.411,0.498,0.054,0.024,0.091,0.502
6050,MACAPÁ,AP,AMBÉ,0.525,65,0.462,0.415,0.062,0.046,0.123,0.585
6050,MACAPÁ,AP,KM 09 - ZONA RURAL,0.514,919,0.442,0.484,0.04,0.018,0.073,0.515
6050,MACAPÁ,AP,VILA DO ARIRI,0.485,177,0.395,0.486,0.079,0.006,0.12,0.515
6050,MACAPÁ,AP,AMAZONAS,0.478,557,0.384,0.528,0.047,0.018,0.089,0.473
6050,MACAPÁ,AP,COMUNIDADE SÃO SEBASTIÃO DA BOA VISTA,0.442,139,0.633,0.324,0.022,0.014,0.043,0.676
6050,MACAPÁ,AP,COMUNIDADE DE ILHA REDONDA,0.381,215,0.321,0.581,0.047,0.028,0.099,0.42
6050,MACAPÁ,AP,ILHA MIRIM,0.329,207,0.285,0.623,0.063,0.024,0.092,0.377
6050,MACAPÁ,AP,COMUNIDADE DO MEL DA PEDREIRA,0.298,115,0.104,0.757,0.104,0.035,0.139,0.243
6050,MACAPÁ,AP,VILA TESSALONICA,0.188,297,0.279,0.673,0.017,0.03,0.047,0.326
