TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
92215,ANÁPOLIS,GO,DISTRITO DE GOIALANDIA,0.644,528,0.473,0.392,0.062,0.047,0.134,0.607
92215,ANÁPOLIS,GO,SETOR INDUSTRIAL MUNIR CALIXTO,0.605,4745,0.385,0.533,0.046,0.023,0.082,0.467
92215,ANÁPOLIS,GO,VILA UNIAO,0.605,2158,0.429,0.485,0.051,0.023,0.085,0.514
92215,ANÁPOLIS,GO,RESIDENCIAL RENY CURY,0.598,2883,0.387,0.524,0.05,0.027,0.089,0.476
92215,ANÁPOLIS,GO,CONJ HAB FILOSTRO M CARNEIRO,0.593,4893,0.371,0.546,0.045,0.023,0.082,0.453
92215,ANÁPOLIS,GO,VILA NORTE,0.592,4695,0.336,0.569,0.057,0.023,0.095,0.431
92215,ANÁPOLIS,GO,VIVIAN PARQUE 1ª ETAPA,0.591,2389,0.4,0.514,0.056,0.017,0.087,0.487
92215,ANÁPOLIS,GO,BAIRRO DE LOURDES,0.578,8227,0.294,0.608,0.053,0.03,0.097,0.391
92215,ANÁPOLIS,GO,SETOR RESIDENCIAL JANDAIA 1ª ETAPA,0.569,2636,0.352,0.552,0.054,0.027,0.095,0.447
92215,ANÁPOLIS,GO,JARDIM ALVORADA,0.565,2484,0.371,0.541,0.055,0.021,0.088,0.459
92215,ANÁPOLIS,GO,VILA SAO JOAQUIM,0.56,2560,0.355,0.554,0.05,0.024,0.091,0.446
92215,ANÁPOLIS,GO,JUNDIAI,0.557,20104,0.233,0.667,0.057,0.03,0.099,0.332
92215,ANÁPOLIS,GO,JARDIM CALIXTO,0.554,1064,0.411,0.499,0.05,0.02,0.091,0.502
92215,ANÁPOLIS,GO,PARQUE CALIXTOPOLIS,0.553,2936,0.361,0.556,0.05,0.02,0.083,0.444
92215,ANÁPOLIS,GO,CENTRO,0.549,7369,0.249,0.652,0.06,0.028,0.099,0.348
92215,ANÁPOLIS,GO,BAIRRO SANTO ANTONIO,0.549,1401,0.396,0.517,0.052,0.022,0.088,0.484
92215,ANÁPOLIS,GO,BAIRRO PARAISO,0.549,3746,0.339,0.575,0.044,0.027,0.084,0.423
92215,ANÁPOLIS,GO,SETOR SUL 1ª ETAPA,0.543,2471,0.333,0.573,0.051,0.028,0.094,0.427
92215,ANÁPOLIS,GO,VILA JAIARA,0.537,13966,0.251,0.659,0.052,0.024,0.088,0.339
92215,ANÁPOLIS,GO,RECANTO DO SOL,0.532,4317,0.307,0.607,0.051,0.019,0.085,0.392
92215,ANÁPOLIS,GO,VILA SANTA ISABEL,0.528,7769,0.233,0.676,0.052,0.026,0.092,0.325
92215,ANÁPOLIS,GO,JARDIM PRIMAVERA I ETAPA,0.519,1076,0.401,0.516,0.041,0.025,0.083,0.484
92215,ANÁPOLIS,GO,LOTEAMENTO POLOCENTRO 2ª ETAPA,0.513,1610,0.348,0.562,0.052,0.023,0.09,0.438
92215,ANÁPOLIS,GO,JARDIM GOIANO,0.512,3069,0.287,0.624,0.054,0.026,0.091,0.378
92215,ANÁPOLIS,GO,MARACANA,0.51,9156,0.206,0.706,0.052,0.024,0.088,0.294
92215,ANÁPOLIS,GO,VILA NOSSA SENHORA D'ABADIA,0.51,5505,0.232,0.677,0.048,0.031,0.09,0.322
92215,ANÁPOLIS,GO,BOA VISTA,0.509,4043,0.248,0.657,0.057,0.023,0.093,0.341
92215,ANÁPOLIS,GO,JARDIM ARCO VERDE,0.506,1998,0.331,0.583,0.047,0.028,0.088,0.419
92215,ANÁPOLIS,GO,VILA JUNDIAI INDUSTRIAL,0.505,3236,0.241,0.659,0.057,0.031,0.099,0.34
92215,ANÁPOLIS,GO,VILA SANTA MARIA DE NAZARETH,0.503,4535,0.241,0.67,0.054,0.025,0.089,0.33
92215,ANÁPOLIS,GO,JARDIM DAS AMERICAS 2 ETAPA,0.499,4203,0.276,0.64,0.049,0.022,0.082,0.358
92215,ANÁPOLIS,GO,VILA GOIS,0.499,2895,0.269,0.636,0.054,0.03,0.093,0.362
92215,ANÁPOLIS,GO,VILA FORMOSA,0.498,4011,0.25,0.662,0.056,0.023,0.088,0.338
92215,ANÁPOLIS,GO,JARDIM ALEXANDRINA,0.496,7158,0.212,0.703,0.048,0.024,0.084,0.296
92215,ANÁPOLIS,GO,JK,0.495,1544,0.291,0.604,0.063,0.026,0.106,0.397
92215,ANÁPOLIS,GO,BAIRRO SAO JOSE,0.494,2182,0.333,0.585,0.05,0.019,0.081,0.414
92215,ANÁPOLIS,GO,SAO JOAO,0.494,2255,0.309,0.604,0.051,0.027,0.087,0.396
92215,ANÁPOLIS,GO,SAO JORGE,0.49,2883,0.263,0.644,0.054,0.024,0.091,0.354
92215,ANÁPOLIS,GO,JARDIM TESOURO,0.49,2418,0.332,0.59,0.044,0.02,0.078,0.41
