TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
57037,VILA VELHA,ES,RESIDENCIAL JABAETÉ,0.724,3726,0.502,0.41,0.045,0.026,0.087,0.589
57037,VILA VELHA,ES,TERRA VERMELHA,0.723,6715,0.531,0.397,0.04,0.02,0.071,0.602
57037,VILA VELHA,ES,BARRAMARES,0.695,2491,0.544,0.38,0.036,0.026,0.076,0.62
57037,VILA VELHA,ES,ULYSSES GUIMARÃES,0.693,4012,0.505,0.419,0.04,0.024,0.075,0.58
57037,VILA VELHA,ES,VILA GARRIDO,0.688,7161,0.43,0.481,0.046,0.029,0.088,0.518
57037,VILA VELHA,ES,MORADA DA BARRA,0.659,3381,0.51,0.422,0.033,0.021,0.068,0.578
57037,VILA VELHA,ES,SANTA RITA,0.642,6862,0.425,0.499,0.036,0.027,0.076,0.501
57037,VILA VELHA,ES,PAUL,0.642,3371,0.412,0.497,0.051,0.027,0.091,0.503
57037,VILA VELHA,ES,BARRA DO JUCU,0.637,4961,0.403,0.51,0.041,0.032,0.085,0.488
57037,VILA VELHA,ES,COBI DE CIMA,0.635,668,0.513,0.389,0.054,0.025,0.096,0.609
57037,VILA VELHA,ES,COBI DE BAIXO,0.633,767,0.558,0.361,0.043,0.026,0.08,0.638
57037,VILA VELHA,ES,RIO MARINHO,0.632,4998,0.379,0.53,0.045,0.031,0.092,0.471
57037,VILA VELHA,ES,ARIBIRI,0.63,7388,0.368,0.544,0.042,0.034,0.09,0.458
57037,VILA VELHA,ES,ITAPOÃ,0.629,18474,0.327,0.571,0.049,0.039,0.101,0.428
57037,VILA VELHA,ES,COQUEIRAL DE ITAPARICA,0.626,24113,0.331,0.572,0.048,0.036,0.097,0.428
57037,VILA VELHA,ES,CIDADE DA BARRA,0.623,3184,0.441,0.481,0.038,0.029,0.077,0.518
57037,VILA VELHA,ES,ILHA DAS FLORES,0.619,3668,0.402,0.513,0.044,0.031,0.085,0.487
57037,VILA VELHA,ES,SOTECO,0.613,9671,0.345,0.566,0.041,0.037,0.09,0.435
57037,VILA VELHA,ES,CENTRO,0.613,14213,0.306,0.589,0.053,0.036,0.104,0.41
57037,VILA VELHA,ES,GLÓRIA,0.61,8134,0.343,0.565,0.048,0.032,0.091,0.434
57037,VILA VELHA,ES,BOA VISTA II,0.607,6763,0.358,0.555,0.044,0.033,0.087,0.445
57037,VILA VELHA,ES,VALE ENCANTADO,0.605,6994,0.372,0.548,0.042,0.027,0.081,0.453
57037,VILA VELHA,ES,ARGOLAS,0.604,1778,0.444,0.472,0.056,0.016,0.084,0.528
57037,VILA VELHA,ES,IBES,0.602,7569,0.346,0.566,0.044,0.032,0.088,0.434
57037,VILA VELHA,ES,NOVO MÉXICO,0.6,6049,0.325,0.576,0.051,0.034,0.098,0.423
57037,VILA VELHA,ES,ATAÍDE,0.6,6240,0.347,0.563,0.046,0.03,0.089,0.436
57037,VILA VELHA,ES,GUARANHUNS,0.589,4113,0.344,0.563,0.045,0.034,0.093,0.437
57037,VILA VELHA,ES,PRAIA DA COSTA,0.585,15523,0.261,0.632,0.054,0.037,0.107,0.368
57037,VILA VELHA,ES,DIVINO ESPÍRITO SANTO,0.582,3632,0.344,0.563,0.043,0.033,0.094,0.438
57037,VILA VELHA,ES,ARAÇÁS,0.581,4978,0.335,0.575,0.043,0.034,0.09,0.425
57037,VILA VELHA,ES,COBILÂNDIA,0.58,9129,0.352,0.569,0.037,0.031,0.078,0.43
57037,VILA VELHA,ES,PRIMEIRO DE MAIO,0.579,1015,0.496,0.431,0.044,0.018,0.074,0.57
57037,VILA VELHA,ES,SANTA INÊS,0.579,4348,0.332,0.573,0.045,0.036,0.093,0.425
57037,VILA VELHA,ES,SÃO TORQUATO,0.577,3702,0.413,0.518,0.034,0.028,0.07,0.483
57037,VILA VELHA,ES,ALVORADA,0.572,4882,0.353,0.565,0.043,0.027,0.082,0.435
57037,VILA VELHA,ES,SÃO CONRADO,0.564,1894,0.402,0.515,0.037,0.03,0.084,0.486
57037,VILA VELHA,ES,JARDIM MARILÂNDIA,0.561,3409,0.377,0.545,0.04,0.028,0.077,0.454
57037,VILA VELHA,ES,PARQUE DAS GAIVOTAS,0.561,4341,0.332,0.58,0.044,0.029,0.087,0.419
57037,VILA VELHA,ES,ALECRIM,0.558,4065,0.36,0.562,0.032,0.034,0.078,0.438
57037,VILA VELHA,ES,JABURUNA,0.557,2103,0.374,0.536,0.042,0.031,0.088,0.462
57037,VILA VELHA,ES,SANTA MÔNICA,0.555,4292,0.315,0.594,0.048,0.031,0.09,0.405
57037,VILA VELHA,ES,VILA NOVA,0.543,3307,0.351,0.569,0.032,0.035,0.08,0.431
57037,VILA VELHA,ES,PONTA DA FRUTA,0.534,3280,0.326,0.588,0.04,0.033,0.085,0.411
57037,VILA VELHA,ES,ILHA DOS AIRES,0.527,1373,0.398,0.521,0.035,0.03,0.081,0.479
57037,VILA VELHA,ES,SANTOS DUMONT,0.522,2223,0.32,0.584,0.051,0.032,0.094,0.414
57037,VILA VELHA,ES,BALNEÁRIO PONTA DA FRUTA,0.508,2029,0.391,0.539,0.032,0.026,0.07,0.461
57037,VILA VELHA,ES,ILHA DA CONCEIÇÃO,0.507,1407,0.38,0.54,0.038,0.028,0.08,0.46
57037,VILA VELHA,ES,NÃO ESPECIFICADO,0.505,150,0.807,0.18,0.007,0.0,0.014,0.821
57037,VILA VELHA,ES,JARDIM COLORADO,0.487,2314,0.295,0.617,0.043,0.032,0.088,0.383
57037,VILA VELHA,ES,SANTA PAULA,0.469,1136,0.369,0.555,0.036,0.026,0.077,0.446
57037,VILA VELHA,ES,ITAPARICA,0.464,1380,0.267,0.63,0.051,0.039,0.104,0.371
57037,VILA VELHA,ES,XURI,0.433,304,0.368,0.539,0.046,0.03,0.092,0.46
57037,VILA VELHA,ES,BRISAMAR,0.433,1478,0.334,0.594,0.032,0.029,0.072,0.406
57037,VILA VELHA,ES,DARLY SANTOS,0.42,565,0.361,0.561,0.042,0.025,0.078,0.439
57037,VILA VELHA,ES,PLANALTO,0.42,1439,0.3,0.623,0.033,0.03,0.077,0.377
57037,VILA VELHA,ES,DOM JOÃO BATISTA,0.419,363,0.438,0.499,0.028,0.022,0.064,0.502
57037,VILA VELHA,ES,PRAINHA,0.398,702,0.302,0.613,0.041,0.034,0.084,0.386
