TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
69698,RIBEIRÃO PRETO,SP,PARQUE RIBEIRAO PRETO,0.741,11862,0.502,0.418,0.04,0.026,0.079,0.581
69698,RIBEIRÃO PRETO,SP,JARDIM RECREIO,0.7,855,0.533,0.354,0.047,0.046,0.113,0.646
69698,RIBEIRÃO PRETO,SP,MONTE ALEGRE,0.698,1514,0.465,0.41,0.072,0.032,0.126,0.591
69698,RIBEIRÃO PRETO,SP,VILA AMELIA,0.694,2511,0.457,0.44,0.05,0.04,0.103,0.56
69698,RIBEIRÃO PRETO,SP,JARDIM PAIVA,0.693,3721,0.474,0.441,0.043,0.028,0.085,0.559
69698,RIBEIRÃO PRETO,SP,JARDIM MARIA GORETTI,0.69,4022,0.454,0.456,0.048,0.028,0.089,0.543
69698,RIBEIRÃO PRETO,SP,VILA TIBERIO,0.689,12588,0.367,0.521,0.064,0.034,0.112,0.479
69698,RIBEIRÃO PRETO,SP,IPIRANGA,0.685,25356,0.381,0.518,0.054,0.03,0.1,0.481
69698,RIBEIRÃO PRETO,SP,VILA VIRGINIA,0.682,22155,0.375,0.523,0.054,0.033,0.102,0.477
69698,RIBEIRÃO PRETO,SP,JARDIM MARCHESI,0.682,1727,0.592,0.338,0.032,0.023,0.071,0.663
69698,RIBEIRÃO PRETO,SP,JARDIM HEITOR RIGON,0.677,3141,0.435,0.468,0.05,0.033,0.097,0.532
69698,RIBEIRÃO PRETO,SP,JARDIM PRESIDENTE DUTRA,0.673,6222,0.385,0.512,0.055,0.03,0.103,0.488
69698,RIBEIRÃO PRETO,SP,JARDIM ANTARTICA,0.673,4122,0.384,0.502,0.059,0.039,0.113,0.497
69698,RIBEIRÃO PRETO,SP,VALENTINA FIGUEIREDO,0.671,1657,0.461,0.433,0.054,0.034,0.106,0.567
69698,RIBEIRÃO PRETO,SP,QUINTINO FACCI II,0.667,9486,0.376,0.524,0.059,0.027,0.099,0.475
69698,RIBEIRÃO PRETO,SP,ANTÔNIO MARINCEK,0.664,3188,0.397,0.494,0.066,0.029,0.109,0.506
69698,RIBEIRÃO PRETO,SP,VILA ALBERTINA,0.663,4877,0.38,0.515,0.062,0.026,0.105,0.485
69698,RIBEIRÃO PRETO,SP,ADELINO SIMIONI,0.661,6002,0.382,0.517,0.058,0.029,0.099,0.481
69698,RIBEIRÃO PRETO,SP,SUMAREZINHO,0.661,6856,0.353,0.534,0.057,0.039,0.112,0.465
69698,RIBEIRÃO PRETO,SP,JARDIM PAULISTA,0.661,13597,0.323,0.553,0.071,0.037,0.123,0.446
69698,RIBEIRÃO PRETO,SP,JARDIM CANADA,0.661,2366,0.384,0.479,0.067,0.044,0.136,0.52
69698,RIBEIRÃO PRETO,SP,CENTRO,0.659,18981,0.32,0.559,0.069,0.034,0.121,0.441
69698,RIBEIRÃO PRETO,SP,JARDIM MANOEL PENNA,0.658,3033,0.359,0.5,0.07,0.045,0.14,0.499
69698,RIBEIRÃO PRETO,SP,JARDIM JOSÉ SAMPAIO JÚNIOR,0.657,5725,0.357,0.531,0.055,0.037,0.111,0.468
69698,RIBEIRÃO PRETO,SP,JARDIM JÓQUEI CLUBE,0.65,1662,0.555,0.375,0.034,0.02,0.07,0.625
69698,RIBEIRÃO PRETO,SP,JARDIM CASTELO BRANCO,0.648,4563,0.345,0.535,0.057,0.044,0.12,0.465
69698,RIBEIRÃO PRETO,SP,CITY RIBEIRÃO,0.648,3888,0.325,0.527,0.078,0.044,0.15,0.475
69698,RIBEIRÃO PRETO,SP,CAMPOS ELÍSEOS,0.643,23695,0.328,0.566,0.059,0.033,0.106,0.434
69698,RIBEIRÃO PRETO,SP,JARDIM FLORESTAN FERNANDES,0.641,4287,0.44,0.482,0.04,0.025,0.077,0.517
69698,RIBEIRÃO PRETO,SP,JARDIM PIRATININGA,0.64,2839,0.47,0.454,0.04,0.025,0.076,0.546
