TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
13692,CASCAVEL,CE,GUANACES,0.875,7648,0.672,0.245,0.018,0.059,0.084,0.756
13692,CASCAVEL,CE,PITOMBEIRAS,0.872,1575,0.694,0.183,0.019,0.093,0.123,0.817
13692,CASCAVEL,CE,CAPONGA,0.87,8127,0.719,0.21,0.015,0.048,0.072,0.791
13692,CASCAVEL,CE,CENTRO,0.829,6403,0.578,0.329,0.018,0.067,0.093,0.671
13692,CASCAVEL,CE,JACARECOARA,0.819,3542,0.706,0.224,0.014,0.05,0.071,0.777
13692,CASCAVEL,CE,SEDE,0.795,4153,0.631,0.292,0.017,0.051,0.076,0.707
13692,CASCAVEL,CE,RIO NOVO,0.762,4260,0.587,0.337,0.014,0.056,0.075,0.662
13692,CASCAVEL,CE,ALTO LUMINOSO,0.734,2347,0.579,0.34,0.014,0.058,0.081,0.66
13692,CASCAVEL,CE,BESSALANDIA,0.653,2002,0.611,0.33,0.008,0.046,0.057,0.668
13692,CASCAVEL,CE,CHORO VAQUEJADOR,0.649,545,0.657,0.273,0.013,0.05,0.07,0.727
13692,CASCAVEL,CE,VILA PACHECO,0.649,722,0.633,0.296,0.008,0.054,0.07,0.703
13692,CASCAVEL,CE,MUTIRÃO,0.639,2153,0.541,0.393,0.012,0.048,0.065,0.606
13692,CASCAVEL,CE,ESPAÇO NOBRE,0.634,438,0.525,0.372,0.025,0.073,0.103,0.628
13692,CASCAVEL,CE,MOITA REDONDA,0.618,749,0.774,0.191,0.011,0.021,0.035,0.809
13692,CASCAVEL,CE,CHORO CAJAZEIRAS,0.618,282,0.759,0.188,0.004,0.043,0.054,0.813
13692,CASCAVEL,CE,CHORO PEDRA REDONDA,0.612,111,0.721,0.207,0.018,0.045,0.072,0.793
13692,CASCAVEL,CE,CORREGO DO CAJUEIRO,0.606,97,0.67,0.247,0.041,0.041,0.082,0.752
13692,CASCAVEL,CE,SITIO COAÇU,0.597,292,0.551,0.36,0.024,0.055,0.089,0.64
13692,CASCAVEL,CE,MATA QUIRI,0.596,421,0.663,0.278,0.007,0.043,0.06,0.723
13692,CASCAVEL,CE,MANGUINHO,0.593,136,0.831,0.125,0.007,0.037,0.044,0.875
