TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
83410,SAUDADES,SC,LINHA SANTO ANTÃO,0.496,268,0.496,0.429,0.049,0.007,0.074,0.57
83410,SAUDADES,SC,CENTRO,0.492,3368,0.303,0.62,0.048,0.019,0.078,0.381
83410,SAUDADES,SC,LINHA TAIPAS,0.467,268,0.425,0.489,0.071,0.011,0.086,0.511
83410,SAUDADES,SC,LINHA COXILHA,0.46,210,0.6,0.352,0.038,0.01,0.048,0.648
83410,SAUDADES,SC,LAGE DE PEDRA,0.418,461,0.419,0.516,0.039,0.024,0.065,0.484
83410,SAUDADES,SC,LINHA SANTA TEREZINHA,0.402,177,0.492,0.452,0.023,0.023,0.058,0.55
83410,SAUDADES,SC,DISTRITO DE JUVÊNCIO,0.387,715,0.276,0.639,0.059,0.013,0.087,0.363
83410,SAUDADES,SC,LINHA JACUTINGA BAIXA,0.376,162,0.605,0.37,0.012,0.012,0.024,0.629
83410,SAUDADES,SC,LINHA SOLTEIRO,0.343,204,0.48,0.475,0.025,0.015,0.045,0.525
83410,SAUDADES,SC,LINHA ARAÇAZINHO,0.342,209,0.287,0.617,0.067,0.01,0.096,0.383
83410,SAUDADES,SC,LINHA JABUTICABA,0.332,126,0.563,0.413,0.016,0.0,0.024,0.587
83410,SAUDADES,SC,LINHA ALTO MAIPU,0.319,296,0.233,0.676,0.061,0.014,0.091,0.324
