TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
37117,MARACÁS,BA,CENTRO,0.813,6898,0.735,0.209,0.021,0.025,0.056,0.791
37117,MARACÁS,BA,AIRTON SENA,0.74,1741,0.765,0.183,0.02,0.022,0.054,0.819
37117,MARACÁS,BA,JIQUIRICA,0.719,1213,0.749,0.192,0.027,0.022,0.058,0.807
37117,MARACÁS,BA,POVOADO PORTO ALEGRE,0.705,750,0.788,0.157,0.027,0.02,0.055,0.843
37117,MARACÁS,BA,CAIXA D'AGUA,0.701,1088,0.808,0.148,0.017,0.017,0.044,0.852
37117,MARACÁS,BA,IRMA DULCE,0.694,1199,0.804,0.155,0.015,0.021,0.041,0.845
37117,MARACÁS,BA,POVOADO GAVIAO,0.669,134,0.851,0.09,0.022,0.0,0.059,0.91
37117,MARACÁS,BA,POVOADO CALDEIRAO DOS MIRANDAS,0.665,271,0.9,0.059,0.011,0.018,0.04,0.94
37117,MARACÁS,BA,POVOADO AGUA VERDE,0.662,153,0.915,0.039,0.0,0.026,0.046,0.961
37117,MARACÁS,BA,POVOADO FUMACA,0.634,94,0.851,0.096,0.011,0.021,0.053,0.904
37117,MARACÁS,BA,POVOADO CAPIVARAS,0.608,270,0.896,0.089,0.011,0.0,0.015,0.911
37117,MARACÁS,BA,POVOADO CACHOEIRINHA,0.605,234,0.88,0.094,0.013,0.009,0.026,0.906
37117,MARACÁS,BA,POVOADO MOENDA I,0.594,68,0.926,0.044,0.015,0.015,0.03,0.956
37117,MARACÁS,BA,POVOADO CAMULENGUE,0.575,154,0.851,0.117,0.019,0.0,0.032,0.883
37117,MARACÁS,BA,POVOADO PE DE SERRA,0.572,646,0.772,0.209,0.011,0.006,0.019,0.791
37117,MARACÁS,BA,POVOADO FURADO ESPINHO,0.552,155,0.742,0.206,0.019,0.019,0.05,0.792
37117,MARACÁS,BA,POVOADO TAMANDUÁ,0.543,60,0.833,0.133,0.0,0.017,0.034,0.867
37117,MARACÁS,BA,POVOADO PINDOBEIRA,0.52,144,0.743,0.215,0.014,0.028,0.042,0.785
37117,MARACÁS,BA,POVOADO RIBEIRA ALTA,0.482,92,0.815,0.185,0.0,0.0,0.0,0.815
37117,MARACÁS,BA,POVOADO DA ÁGUA BRANCA,0.2,140,0.3,0.643,0.021,0.029,0.057,0.357
