TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
61751,ARTUR NOGUEIRA,SP,JARDIM SACILOTTO II,0.595,3363,0.46,0.476,0.032,0.022,0.064,0.524
61751,ARTUR NOGUEIRA,SP,ITAMARATY,0.536,3583,0.316,0.598,0.042,0.032,0.087,0.403
61751,ARTUR NOGUEIRA,SP,LARANJEIRAS,0.524,3963,0.319,0.6,0.039,0.03,0.08,0.399
61751,ARTUR NOGUEIRA,SP,JARDIM PLANALTO,0.51,2834,0.378,0.554,0.037,0.023,0.067,0.445
61751,ARTUR NOGUEIRA,SP,CENTRO,0.509,3392,0.266,0.641,0.057,0.027,0.093,0.359
61751,ARTUR NOGUEIRA,SP,JARDIM CONSERVANI,0.501,3045,0.304,0.611,0.039,0.029,0.083,0.387
61751,ARTUR NOGUEIRA,SP,PARQUE TRABALHADORES,0.496,1385,0.445,0.495,0.033,0.019,0.06,0.505
61751,ARTUR NOGUEIRA,SP,JARDIM OURO BRANCO,0.486,2774,0.31,0.609,0.056,0.019,0.079,0.389
61751,ARTUR NOGUEIRA,SP,JARDIM LEONOR,0.482,2472,0.37,0.564,0.028,0.025,0.065,0.435
61751,ARTUR NOGUEIRA,SP,JARDIM SACILOTTO,0.448,2606,0.347,0.591,0.034,0.02,0.061,0.408
