TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
83577,TIMBÓ,SC,IMIGRANTES,0.467,3243,0.153,0.752,0.039,0.028,0.094,0.247
83577,TIMBÓ,SC,CENTRO,0.439,2631,0.14,0.77,0.033,0.026,0.09,0.23
83577,TIMBÓ,SC,QUINTINO BOCAIUVA,0.437,3660,0.172,0.75,0.036,0.025,0.079,0.251
83577,TIMBÓ,SC,DOS ESTADOS,0.43,2532,0.168,0.745,0.043,0.025,0.086,0.254
83577,TIMBÓ,SC,DAS NAÇÕES,0.42,2898,0.155,0.765,0.041,0.015,0.079,0.234
83577,TIMBÓ,SC,DAS CAPITAIS,0.418,2404,0.154,0.76,0.039,0.021,0.084,0.238
83577,TIMBÓ,SC,PE. MARTINHO STEIN,0.393,1302,0.146,0.761,0.039,0.018,0.093,0.239
83577,TIMBÓ,SC,VILA GERMER,0.39,2014,0.179,0.743,0.035,0.018,0.078,0.257
83577,TIMBÓ,SC,POMERANOS,0.372,1671,0.151,0.771,0.039,0.017,0.078,0.229
83577,TIMBÓ,SC,ARAPONGUINHAS,0.358,1925,0.25,0.689,0.033,0.014,0.063,0.313
83577,TIMBÓ,SC,MULDE CENTRAL,0.334,454,0.141,0.76,0.059,0.013,0.098,0.239
83577,TIMBÓ,SC,DONA CLARA,0.327,665,0.2,0.722,0.044,0.018,0.08,0.28
83577,TIMBÓ,SC,TIROLESES,0.29,851,0.165,0.769,0.033,0.009,0.067,0.232
83577,TIMBÓ,SC,CEDRO MARGEM ESQUERDA,0.214,230,0.135,0.796,0.048,0.0,0.07,0.205
83577,TIMBÓ,SC,SÃO ROQUE,0.143,523,0.12,0.845,0.013,0.01,0.035,0.155
