TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
65897,JACAREÍ,SP,CONJUNTO SÃO BENEDITO,0.679,3914,0.385,0.498,0.069,0.032,0.118,0.503
65897,JACAREÍ,SP,JARDIM NOVA ESPERANÇA,0.675,3947,0.374,0.505,0.076,0.028,0.123,0.497
65897,JACAREÍ,SP,JARDIM BELA VISTA,0.664,5243,0.344,0.528,0.074,0.04,0.129,0.473
65897,JACAREÍ,SP,CENTRO,0.664,12331,0.313,0.552,0.084,0.034,0.136,0.449
65897,JACAREÍ,SP,PARQUE SANTO ANTONIO,0.663,5171,0.338,0.529,0.088,0.033,0.134,0.472
65897,JACAREÍ,SP,CIDADE SALVADOR,0.659,6385,0.364,0.53,0.063,0.028,0.106,0.47
65897,JACAREÍ,SP,PARQUE MEIA LUA (PARQUE MEIA LUA),0.655,6505,0.391,0.518,0.052,0.022,0.092,0.483
65897,JACAREÍ,SP,JARDIM SÃO GABRIEL,0.649,3208,0.415,0.491,0.06,0.022,0.094,0.509
65897,JACAREÍ,SP,SÃO JOÃO,0.648,9123,0.304,0.563,0.079,0.037,0.134,0.438
65897,JACAREÍ,SP,JARDIM PARAÍSO,0.639,4698,0.366,0.532,0.056,0.03,0.102,0.468
65897,JACAREÍ,SP,JARDIM SANTA MARINA,0.623,3535,0.365,0.531,0.053,0.031,0.103,0.468
65897,JACAREÍ,SP,JARDIM COLINAS,0.621,2590,0.366,0.522,0.072,0.027,0.113,0.479
65897,JACAREÍ,SP,JARDIM COLÔNIA,0.617,2362,0.39,0.507,0.059,0.034,0.102,0.492
65897,JACAREÍ,SP,JARDIM CALIFÓRNIA,0.616,7821,0.274,0.594,0.074,0.038,0.132,0.406
65897,JACAREÍ,SP,JARDIM JACINTO,0.614,3255,0.306,0.551,0.094,0.032,0.145,0.451
65897,JACAREÍ,SP,JARDIM DAS INDÚSTRIAS,0.613,4212,0.314,0.564,0.072,0.036,0.12,0.434
65897,JACAREÍ,SP,JARDIM SANTA MARIA,0.61,5696,0.27,0.59,0.08,0.038,0.141,0.411
65897,JACAREÍ,SP,JARDIM PEREIRA DO AMPARO,0.61,3083,0.301,0.547,0.091,0.04,0.152,0.453
65897,JACAREÍ,SP,CONJUNTO RESIDENCIAL PRIMEIRO DE MAIO,0.608,1364,0.399,0.488,0.07,0.028,0.114,0.513
65897,JACAREÍ,SP,JARDIM DO VALE,0.604,2043,0.37,0.516,0.073,0.029,0.112,0.482
65897,JACAREÍ,SP,PARQUE IMPERIAL,0.601,2369,0.387,0.518,0.053,0.028,0.096,0.483
65897,JACAREÍ,SP,CIDADE NOVA JACAREÍ,0.597,1984,0.362,0.524,0.061,0.037,0.114,0.476
65897,JACAREÍ,SP,JARDIM PARAÍBA,0.592,2020,0.335,0.534,0.089,0.029,0.13,0.465
65897,JACAREÍ,SP,PARQUE CALIFÓRNIA,0.589,4091,0.27,0.594,0.082,0.035,0.135,0.405
65897,JACAREÍ,SP,JARDIM PRIMAVERA,0.587,1631,0.34,0.524,0.082,0.032,0.137,0.477
65897,JACAREÍ,SP,JARDIM SIESTA,0.586,2525,0.317,0.557,0.077,0.034,0.125,0.442
65897,JACAREÍ,SP,VERANEIO IJAL,0.582,778,0.449,0.456,0.045,0.035,0.095,0.544
65897,JACAREÍ,SP,RIO COMPRIDO,0.579,1977,0.421,0.497,0.042,0.026,0.081,0.502
65897,JACAREÍ,SP,CHÁCARAS REUNIDAS IGARAPÉS,0.577,2515,0.387,0.525,0.043,0.027,0.086,0.473
65897,JACAREÍ,SP,BANDEIRA BRANCA,0.571,2515,0.35,0.551,0.062,0.023,0.098,0.448
65897,JACAREÍ,SP,JARDIM EMILIA,0.562,1889,0.323,0.556,0.06,0.037,0.12,0.443
65897,JACAREÍ,SP,PARQUE ITAMARATI,0.561,1667,0.299,0.548,0.092,0.044,0.154,0.453
65897,JACAREÍ,SP,JARDIM PITORESCO,0.559,1199,0.366,0.523,0.063,0.037,0.111,0.477
65897,JACAREÍ,SP,JARDIM TERRAS DE SÃO JOÃO,0.55,1953,0.283,0.577,0.079,0.046,0.143,0.426
65897,JACAREÍ,SP,PAGADOR DE ANDRADE (PARQUE MEIA LUA),0.546,438,0.404,0.477,0.087,0.011,0.118,0.522
65897,JACAREÍ,SP,BANDEIRA BRANCA II,0.545,513,0.376,0.491,0.076,0.019,0.133,0.509
65897,JACAREÍ,SP,JARDIM FLÓRIDA,0.543,828,0.331,0.517,0.094,0.048,0.152,0.483
65897,JACAREÍ,SP,JARDIM ESPER,0.532,1891,0.266,0.594,0.088,0.032,0.141,0.407
65897,JACAREÍ,SP,VILA FORMOSA,0.517,1494,0.27,0.59,0.088,0.03,0.14,0.41
65897,JACAREÍ,SP,VILA ZEZÉ,0.5,1102,0.361,0.549,0.051,0.025,0.09,0.451
65897,JACAREÍ,SP,NOVA JACAREÍ,0.409,181,0.459,0.475,0.033,0.028,0.067,0.526
