TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
70378,SANTA ISABEL,SP,CENTRO,0.687,8950,0.359,0.521,0.07,0.036,0.12,0.479
70378,SANTA ISABEL,SP,CRUZEIRO,0.639,4981,0.359,0.536,0.058,0.031,0.104,0.463
70378,SANTA ISABEL,SP,JARDIM ELDORADO,0.619,3053,0.398,0.511,0.047,0.029,0.091,0.489
70378,SANTA ISABEL,SP,TREZE DE MAIO,0.597,2283,0.384,0.52,0.048,0.039,0.097,0.481
70378,SANTA ISABEL,SP,VILA OSIRIS,0.584,1494,0.376,0.514,0.058,0.037,0.11,0.486
70378,SANTA ISABEL,SP,JARDIM MONTE SERRAT,0.58,3107,0.35,0.554,0.052,0.031,0.095,0.445
70378,SANTA ISABEL,SP,JARDIM NOVO EDEN,0.529,1847,0.344,0.564,0.048,0.035,0.093,0.437
70378,SANTA ISABEL,SP,VILA GUMERCINDO,0.517,2303,0.304,0.599,0.05,0.03,0.097,0.401
70378,SANTA ISABEL,SP,13 DE MAIO,0.483,1235,0.309,0.589,0.052,0.033,0.101,0.41
70378,SANTA ISABEL,SP,JARDIM ACACIAS,0.463,1007,0.373,0.55,0.041,0.024,0.077,0.45
70378,SANTA ISABEL,SP,VILA GUILHERME,0.459,1507,0.37,0.561,0.033,0.025,0.069,0.439
