TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
72451,VOTUPORANGA,SP,POZZOBON,0.553,4662,0.339,0.579,0.052,0.021,0.081,0.42
72451,VOTUPORANGA,SP,CENTRO,0.543,6594,0.264,0.643,0.059,0.022,0.094,0.358
72451,VOTUPORANGA,SP,JARDIM BOM CLIMA,0.511,2374,0.285,0.615,0.06,0.029,0.1,0.385
72451,VOTUPORANGA,SP,VILA AMÉRICA,0.503,3140,0.3,0.616,0.048,0.027,0.084,0.384
72451,VOTUPORANGA,SP,ESTAÇÃO,0.498,2394,0.409,0.53,0.038,0.014,0.06,0.469
72451,VOTUPORANGA,SP,SÃO JOÃO,0.493,1778,0.337,0.579,0.05,0.02,0.084,0.421
72451,VOTUPORANGA,SP,SAN REMO,0.482,3277,0.227,0.682,0.063,0.018,0.091,0.318
72451,VOTUPORANGA,SP,CONJ HAB VER JOSÉ NUNES,0.479,3259,0.294,0.628,0.046,0.021,0.077,0.371
72451,VOTUPORANGA,SP,VILA PAES,0.476,2540,0.234,0.67,0.061,0.024,0.096,0.33
72451,VOTUPORANGA,SP,VALE DO SOL,0.469,2761,0.283,0.636,0.05,0.022,0.08,0.363
72451,VOTUPORANGA,SP,PATRIMONIO NOVO,0.462,885,0.296,0.598,0.06,0.032,0.107,0.403
72451,VOTUPORANGA,SP,PARQUE DAS NAÇÕES,0.446,2133,0.268,0.649,0.047,0.026,0.083,0.351
72451,VOTUPORANGA,SP,SÃO COSME,0.444,816,0.384,0.544,0.044,0.015,0.072,0.456
72451,VOTUPORANGA,SP,PATRIMÔNIO NOVO,0.44,988,0.309,0.602,0.044,0.034,0.089,0.398
72451,VOTUPORANGA,SP,CHÁCARA AVIAÇÃO,0.44,2118,0.266,0.651,0.043,0.026,0.082,0.348
72451,VOTUPORANGA,SP,CHÁCARA DAS PAINEIRAS,0.436,1843,0.339,0.595,0.046,0.012,0.067,0.406
72451,VOTUPORANGA,SP,VILA BUDIN,0.431,834,0.282,0.619,0.055,0.031,0.099,0.381
72451,VOTUPORANGA,SP,PALMEIRAS I,0.429,1305,0.436,0.516,0.023,0.016,0.048,0.484
72451,VOTUPORANGA,SP,PATRIMÔNIO VELHO,0.423,2254,0.276,0.65,0.044,0.02,0.073,0.349
72451,VOTUPORANGA,SP,JARDIM ALVORADA,0.422,1881,0.291,0.634,0.043,0.023,0.074,0.365
72451,VOTUPORANGA,SP,RESIDENCIAL PRADO,0.407,671,0.332,0.587,0.054,0.019,0.08,0.412
72451,VOTUPORANGA,SP,JARDIM PAULISTA,0.405,1274,0.265,0.652,0.057,0.02,0.083,0.348
72451,VOTUPORANGA,SP,SANTA AMÉLIA,0.391,1204,0.311,0.618,0.048,0.012,0.07,0.381
72451,VOTUPORANGA,SP,CECAP II,0.371,1158,0.289,0.641,0.045,0.016,0.07,0.359
72451,VOTUPORANGA,SP,MONTE VERDE,0.185,292,0.346,0.623,0.014,0.017,0.031,0.377
