TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
85146,PAVERAMA,RS,POSSES,0.532,134,0.5,0.403,0.06,0.037,0.097,0.597
85146,PAVERAMA,RS,SANTA MANOELA,0.512,346,0.512,0.419,0.058,0.006,0.07,0.582
85146,PAVERAMA,RS,CENTRO,0.435,1639,0.34,0.591,0.045,0.016,0.069,0.409
85146,PAVERAMA,RS,FAZENDA SÃO JOSÉ,0.423,412,0.519,0.434,0.019,0.024,0.045,0.564
85146,PAVERAMA,RS,CIDADE BAIXA,0.4,440,0.393,0.539,0.034,0.027,0.068,0.461
85146,PAVERAMA,RS,CABRIÚVA,0.391,123,0.407,0.512,0.057,0.016,0.081,0.488
85146,PAVERAMA,RS,MORRO BONITO,0.341,628,0.471,0.505,0.014,0.008,0.024,0.495
85146,PAVERAMA,RS,BOA ESPERANÇA BAIXA - HUGO,0.331,392,0.337,0.597,0.041,0.02,0.067,0.404
85146,PAVERAMA,RS,BOA ESPERANÇA ALTA,0.324,197,0.462,0.492,0.03,0.01,0.045,0.507
85146,PAVERAMA,RS,MORRO DOS CAVALOS,0.273,86,0.512,0.465,0.023,0.0,0.023,0.535
85146,PAVERAMA,RS,MORRO AZUL,0.227,153,0.346,0.601,0.033,0.02,0.053,0.399
85146,PAVERAMA,RS,LINHA BRASIL,0.221,150,0.267,0.667,0.047,0.013,0.067,0.334
