TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
30872,DIAS D'ÁVILA,BA,URBIS,0.85,5288,0.738,0.195,0.025,0.031,0.067,0.805
30872,DIAS D'ÁVILA,BA,CENTRO,0.839,4495,0.678,0.245,0.03,0.038,0.078,0.756
30872,DIAS D'ÁVILA,BA,GENARO,0.823,3288,0.758,0.178,0.024,0.028,0.063,0.821
30872,DIAS D'ÁVILA,BA,CRISTO REI,0.806,4229,0.71,0.225,0.023,0.029,0.064,0.774
30872,DIAS D'ÁVILA,BA,NOVA DIAS D'ÁVILA,0.793,2330,0.661,0.258,0.028,0.042,0.082,0.743
30872,DIAS D'ÁVILA,BA,CONCÓRDIA,0.793,2453,0.733,0.201,0.027,0.026,0.066,0.799
30872,DIAS D'ÁVILA,BA,ENTRONCAMENTO,0.788,2908,0.728,0.208,0.025,0.025,0.062,0.79
30872,DIAS D'ÁVILA,BA,GARCIA D'ÁVILA,0.778,2211,0.719,0.213,0.024,0.032,0.067,0.786
30872,DIAS D'ÁVILA,BA,BOSQUE DIAS D'ÁVILA,0.775,2247,0.818,0.135,0.016,0.021,0.047,0.865
30872,DIAS D'ÁVILA,BA,IMBASSAY,0.775,2724,0.698,0.235,0.022,0.034,0.066,0.764
30872,DIAS D'ÁVILA,BA,JARDIM ALVORADA,0.767,1140,0.747,0.181,0.022,0.032,0.072,0.819
30872,DIAS D'ÁVILA,BA,PARQUE PETRÓPOLIS,0.757,1587,0.795,0.151,0.026,0.018,0.054,0.849
30872,DIAS D'ÁVILA,BA,LESSA RIBEIRO,0.745,1833,0.638,0.285,0.028,0.034,0.078,0.716
30872,DIAS D'ÁVILA,BA,SANTA HELENA,0.723,872,0.688,0.235,0.033,0.028,0.077,0.765
30872,DIAS D'ÁVILA,BA,DISTRITO DE LEANDRINHO,0.648,713,0.731,0.216,0.024,0.013,0.053,0.784
30872,DIAS D'ÁVILA,BA,DISTRITO DE SANTA HELENA,0.574,235,0.847,0.132,0.004,0.009,0.022,0.869
30872,DIAS D'ÁVILA,BA,DISTRITO DE BIRIBEIRA,0.556,619,0.67,0.288,0.01,0.015,0.043,0.713
30872,DIAS D'ÁVILA,BA,DISTRITO DE EMBOACICA,0.536,196,0.638,0.301,0.005,0.036,0.061,0.699
30872,DIAS D'ÁVILA,BA,DISTRITO DE JARDIM FUTURAMA,0.518,309,0.735,0.236,0.01,0.013,0.029,0.764
30872,DIAS D'ÁVILA,BA,POVOADO NOVA PANEMA,0.45,62,0.484,0.435,0.032,0.048,0.08,0.564
