TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
13080,TURURU,CE,CEMOABA / ZONA RURAL,0.792,1900,0.734,0.196,0.012,0.054,0.071,0.805
13080,TURURU,CE,AREA RURAL DE TURURU,0.738,1012,0.878,0.081,0.007,0.031,0.041,0.919
13080,TURURU,CE,ESTAÇÃO,0.73,1097,0.651,0.267,0.016,0.061,0.082,0.733
13080,TURURU,CE,AÇUDINHO / ZONA RURAL,0.722,144,0.75,0.153,0.0,0.09,0.097,0.847
13080,TURURU,CE,PÉ DA SERRA / ZONA RURAL,0.711,231,0.736,0.177,0.048,0.035,0.087,0.823
13080,TURURU,CE,ALTO DA PAZ,0.704,1553,0.706,0.236,0.01,0.04,0.058,0.764
13080,TURURU,CE,CONCEIÇÃO DOS CAETANOS / ZONA RURAL,0.697,829,0.806,0.146,0.016,0.03,0.048,0.854
13080,TURURU,CE,SÃO PEDRO DO GAVIÃO / ZONA RURAL,0.66,722,0.766,0.184,0.012,0.035,0.049,0.815
13080,TURURU,CE,CACHOEIRA / ZONA RURAL,0.658,404,0.819,0.134,0.02,0.025,0.047,0.866
13080,TURURU,CE,CENTRO,0.653,1688,0.664,0.286,0.007,0.035,0.051,0.715
13080,TURURU,CE,ALTO DOS CAMELOS,0.651,1202,0.704,0.245,0.002,0.044,0.05,0.754
13080,TURURU,CE,RIO DO INÁCIO / ZONA RURAL,0.644,312,0.699,0.231,0.013,0.051,0.07,0.769
13080,TURURU,CE,AGUA PRETA / ZONA RURAL,0.612,269,0.896,0.086,0.007,0.007,0.018,0.914
13080,TURURU,CE,LAGOA DO INÁCIO / ZONA RURAL,0.475,362,0.682,0.296,0.003,0.019,0.022,0.704
