TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
7579,CAXIAS,MA,1º DISTRITO - ZONA RURAL,0.828,7288,0.854,0.11,0.01,0.022,0.035,0.889
7579,CAXIAS,MA,2º DISTRITO - ZONA RURAL,0.824,6197,0.89,0.084,0.006,0.014,0.025,0.915
7579,CAXIAS,MA,CAMPO DE BELEM,0.807,3937,0.737,0.203,0.022,0.032,0.06,0.797
7579,CAXIAS,MA,CENTRO,0.806,8347,0.602,0.321,0.031,0.04,0.077,0.679
7579,CAXIAS,MA,SERIEMA,0.805,2922,0.69,0.235,0.028,0.04,0.074,0.764
7579,CAXIAS,MA,TREZIDELA,0.787,3149,0.715,0.221,0.024,0.034,0.063,0.778
7579,CAXIAS,MA,VOLTA REDONDA,0.787,6063,0.739,0.21,0.017,0.029,0.05,0.789
7579,CAXIAS,MA,3º DISTRITO - ZONA RURAL,0.779,2146,0.896,0.071,0.009,0.023,0.033,0.929
7579,CAXIAS,MA,PONTE,0.769,3829,0.717,0.228,0.02,0.029,0.055,0.772
7579,CAXIAS,MA,CALDEIROES,0.769,2145,0.768,0.174,0.025,0.028,0.056,0.824
7579,CAXIAS,MA,ALTO DO IPEM,0.767,3280,0.757,0.193,0.019,0.027,0.05,0.807
7579,CAXIAS,MA,SALOBRO,0.766,1226,0.761,0.172,0.026,0.033,0.067,0.828
7579,CAXIAS,MA,CANGALHEIRO,0.763,2836,0.682,0.252,0.027,0.035,0.065,0.747
7579,CAXIAS,MA,ITAPECURUZINHO,0.758,915,0.733,0.19,0.03,0.039,0.076,0.809
7579,CAXIAS,MA,COHAB,0.745,2486,0.601,0.321,0.025,0.048,0.078,0.679
7579,CAXIAS,MA,TESO DURO,0.744,1625,0.83,0.126,0.014,0.026,0.043,0.873
7579,CAXIAS,MA,BAIXINHA,0.733,1118,0.687,0.239,0.028,0.041,0.075,0.762
7579,CAXIAS,MA,PIRAJÁ,0.732,1758,0.763,0.185,0.014,0.035,0.052,0.815
7579,CAXIAS,MA,NOVA CAXIAS,0.73,1777,0.688,0.248,0.026,0.032,0.065,0.753
7579,CAXIAS,MA,CASTELO BRANCO,0.726,1755,0.666,0.268,0.03,0.031,0.068,0.734
7579,CAXIAS,MA,MATADOURO NOVO,0.716,1316,0.747,0.198,0.02,0.03,0.056,0.803
7579,CAXIAS,MA,MORRO DO ALECRIM,0.714,2103,0.657,0.279,0.023,0.035,0.063,0.72
7579,CAXIAS,MA,MUTIRAO,0.714,2077,0.745,0.205,0.02,0.024,0.048,0.793
7579,CAXIAS,MA,RES. HELIO QUEIROZ,0.713,910,0.591,0.313,0.036,0.051,0.095,0.686
7579,CAXIAS,MA,SAO FRANCISCO,0.709,1830,0.802,0.161,0.014,0.021,0.037,0.839
7579,CAXIAS,MA,RES. EUGÊNIO COUTINHO,0.706,1685,0.699,0.243,0.029,0.024,0.058,0.757
7579,CAXIAS,MA,VILA SAO JOSE,0.703,894,0.82,0.134,0.011,0.028,0.045,0.865
7579,CAXIAS,MA,JOAO VIANA,0.697,1421,0.794,0.165,0.013,0.023,0.041,0.835
7579,CAXIAS,MA,VILA ARIAS,0.676,732,0.721,0.217,0.02,0.037,0.061,0.782
7579,CAXIAS,MA,REFINARIA,0.663,1459,0.696,0.254,0.018,0.027,0.051,0.747
7579,CAXIAS,MA,FUMO VERDE,0.646,433,0.813,0.143,0.016,0.028,0.044,0.857
7579,CAXIAS,MA,TAMARINEIRO,0.637,644,0.738,0.213,0.017,0.026,0.05,0.788
7579,CAXIAS,MA,POV. SITIO - 2º DISTRITO,0.633,178,0.921,0.045,0.006,0.017,0.034,0.955
7579,CAXIAS,MA,VILA LOBAO,0.63,616,0.784,0.177,0.01,0.028,0.04,0.824
7579,CAXIAS,MA,VENEZA,0.63,430,0.774,0.177,0.021,0.023,0.048,0.822
7579,CAXIAS,MA,LUIZA QUEIROZ,0.617,413,0.84,0.131,0.01,0.012,0.029,0.869
7579,CAXIAS,MA,POV. SOLEDADE - 3º DISTRITO,0.614,138,0.746,0.188,0.029,0.036,0.065,0.811
7579,CAXIAS,MA,JOSE CASTRO,0.599,453,0.762,0.196,0.018,0.024,0.042,0.804
7579,CAXIAS,MA,RES. VILA PARAISO,0.587,672,0.728,0.234,0.007,0.028,0.038,0.766
7579,CAXIAS,MA,BACURI,0.504,122,0.77,0.197,0.0,0.025,0.033,0.803
