TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
76872,MARIALVA,PR,VILA ANTONIO,0.571,308,0.523,0.39,0.042,0.032,0.086,0.609
76872,MARIALVA,PR,CENTRO,0.555,12584,0.291,0.622,0.053,0.023,0.086,0.377
76872,MARIALVA,PR,CONJUNTO HABITAC. ASSUNTA L. ANDREAZZI,0.518,2794,0.313,0.599,0.051,0.025,0.088,0.401
76872,MARIALVA,PR,CONJUNTO HABITAC. JOAO DE BARRO,0.515,843,0.413,0.503,0.026,0.034,0.083,0.496
76872,MARIALVA,PR,DISTRITO DE SANTA FE,0.49,409,0.357,0.526,0.095,0.007,0.117,0.474
76872,MARIALVA,PR,VILA BRASIL,0.482,2505,0.303,0.616,0.049,0.023,0.082,0.385
76872,MARIALVA,PR,PARQUE DAS PALMEIRAS,0.454,863,0.356,0.562,0.051,0.016,0.082,0.438
76872,MARIALVA,PR,JARDIM PLANALTO,0.439,789,0.313,0.593,0.062,0.016,0.093,0.406
76872,MARIALVA,PR,DISTRITO DE SAO MIGUEL DO CAMBUI,0.21,665,0.26,0.699,0.023,0.011,0.042,0.302
76872,MARIALVA,PR,DISTRITO DE AQUIDABAN,0.209,602,0.176,0.774,0.032,0.012,0.051,0.227
76872,MARIALVA,PR,DISTRITO DE SAO LUIZ,0.112,140,0.1,0.85,0.043,0.007,0.05,0.15
