TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
80535,BRAÇO DO NORTE,SC,FLORESTA,0.433,1200,0.343,0.584,0.038,0.01,0.074,0.417
80535,BRAÇO DO NORTE,SC,CENTRO,0.427,5545,0.186,0.746,0.032,0.02,0.068,0.254
80535,BRAÇO DO NORTE,SC,TRAVESSÃO,0.404,599,0.207,0.671,0.072,0.025,0.122,0.329
80535,BRAÇO DO NORTE,SC,SANTA AUGUSTA,0.388,2216,0.233,0.697,0.03,0.025,0.07,0.303
80535,BRAÇO DO NORTE,SC,BELA VISTA,0.336,1487,0.202,0.731,0.038,0.012,0.067,0.269
80535,BRAÇO DO NORTE,SC,RIO BONITO,0.321,2057,0.212,0.732,0.031,0.009,0.056,0.268
80535,BRAÇO DO NORTE,SC,NOSSA SENHORA DE FÁTIMA,0.29,960,0.199,0.738,0.026,0.016,0.063,0.262
80535,BRAÇO DO NORTE,SC,VILA NOVA,0.284,666,0.167,0.764,0.036,0.018,0.07,0.237
80535,BRAÇO DO NORTE,SC,UNIÃO,0.27,1331,0.187,0.76,0.026,0.012,0.053,0.24
80535,BRAÇO DO NORTE,SC,SÃO FRANCISCO DE ASSIS,0.265,1070,0.207,0.739,0.034,0.012,0.054,0.261
80535,BRAÇO DO NORTE,SC,SÃO JOSÉ,0.258,608,0.155,0.783,0.035,0.012,0.064,0.219
80535,BRAÇO DO NORTE,SC,RIO CACHOEIRINHA,0.248,156,0.25,0.673,0.051,0.013,0.077,0.327
80535,BRAÇO DO NORTE,SC,ALTO PINHEIRAL,0.236,564,0.043,0.897,0.034,0.005,0.061,0.104
80535,BRAÇO DO NORTE,SC,RIO AMÉLIA,0.231,95,0.179,0.737,0.053,0.011,0.086,0.265
80535,BRAÇO DO NORTE,SC,BAIXO PINHEIRAL,0.191,335,0.113,0.83,0.024,0.009,0.057,0.17
80535,BRAÇO DO NORTE,SC,SÃO MAURÍCIO,0.175,184,0.212,0.728,0.038,0.016,0.059,0.271
80535,BRAÇO DO NORTE,SC,ALTO TRAVESSÃO,0.101,251,0.124,0.841,0.02,0.008,0.036,0.16
80535,BRAÇO DO NORTE,SC,AVISTOSO,0.073,165,0.073,0.891,0.018,0.012,0.036,0.109
80535,BRAÇO DO NORTE,SC,RIO SANTO ANTÔNIO,0.053,243,0.049,0.951,0.0,0.0,0.0,0.049
80535,BRAÇO DO NORTE,SC,AZEITEIRO,0.048,146,0.055,0.918,0.027,0.0,0.027,0.082
