TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
51390,SALINAS,MG,ZONA RURAL,0.741,2739,0.746,0.203,0.018,0.017,0.049,0.795
51390,SALINAS,MG,PROGRESSO,0.705,2501,0.601,0.332,0.036,0.023,0.067,0.668
51390,SALINAS,MG,CENTRO,0.693,5857,0.553,0.387,0.022,0.027,0.06,0.613
51390,SALINAS,MG,SILVIO SANTIAGO,0.69,2791,0.631,0.312,0.024,0.024,0.056,0.687
51390,SALINAS,MG,SAO GERALDO,0.689,1686,0.65,0.288,0.034,0.019,0.062,0.712
51390,SALINAS,MG,PANORAMA,0.643,3295,0.536,0.404,0.02,0.025,0.059,0.595
51390,SALINAS,MG,MONTES CLARINHOS,0.616,209,0.861,0.1,0.0,0.014,0.038,0.899
51390,SALINAS,MG,SAO PEDRO,0.614,1220,0.665,0.289,0.019,0.017,0.047,0.712
51390,SALINAS,MG,DISTRITO DE NOVA FÁTIMA,0.585,336,0.801,0.167,0.009,0.003,0.033,0.834
51390,SALINAS,MG,CURRALINHO,0.582,283,0.784,0.177,0.007,0.014,0.04,0.824
51390,SALINAS,MG,SUCESSO,0.56,51,0.902,0.078,0.0,0.0,0.02,0.922
51390,SALINAS,MG,DISTRITO DE FERREIROPOLIS,0.545,480,0.583,0.358,0.021,0.019,0.059,0.642
51390,SALINAS,MG,DISTRITO DE MATRONA,0.507,1168,0.371,0.543,0.039,0.039,0.088,0.459
51390,SALINAS,MG,VILA SANTA MARTA,0.35,87,0.425,0.506,0.023,0.023,0.068,0.493
