TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
49573,PASSOS,MG,COIMBRAS,0.765,4588,0.569,0.35,0.044,0.022,0.079,0.648
49573,PASSOS,MG,PENHA,0.752,7148,0.55,0.375,0.038,0.025,0.074,0.624
49573,PASSOS,MG,JARDIM HARMONIA,0.739,3516,0.567,0.357,0.044,0.021,0.076,0.643
49573,PASSOS,MG,JARDIM DOS IPES,0.702,1907,0.532,0.382,0.034,0.035,0.088,0.62
49573,PASSOS,MG,CANJERANUS,0.672,4931,0.477,0.449,0.037,0.02,0.074,0.551
49573,PASSOS,MG,PENHA II,0.671,696,0.586,0.326,0.039,0.033,0.087,0.673
49573,PASSOS,MG,SAO FRANCISCO,0.66,3939,0.447,0.47,0.044,0.024,0.082,0.529
49573,PASSOS,MG,JARDIM BELA VISTA,0.658,2692,0.506,0.421,0.043,0.02,0.073,0.579
49573,PASSOS,MG,COHAB IV,0.627,787,0.633,0.304,0.033,0.028,0.063,0.696
49573,PASSOS,MG,SAO BENEDITO,0.616,3137,0.415,0.502,0.047,0.025,0.083,0.498
49573,PASSOS,MG,PARQUE CASARAO,0.594,1524,0.52,0.415,0.033,0.022,0.065,0.585
49573,PASSOS,MG,JARDIM ACLIMACAO,0.573,1742,0.417,0.499,0.052,0.021,0.084,0.501
49573,PASSOS,MG,JARDIM BELO HORIZONTE,0.573,5374,0.39,0.54,0.041,0.019,0.07,0.46
49573,PASSOS,MG,CENTRO,0.568,12104,0.311,0.603,0.045,0.027,0.085,0.396
49573,PASSOS,MG,BELO HORIZONTE,0.552,1136,0.416,0.496,0.059,0.021,0.087,0.503
49573,PASSOS,MG,NOSSA SENHORA APARECIDA,0.547,2104,0.423,0.504,0.038,0.021,0.071,0.494
49573,PASSOS,MG,NOSSA SENHORA DAS GRACAS,0.518,1822,0.337,0.572,0.048,0.022,0.092,0.429
