TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
66257,JUQUITIBA,SP,CENTRO,0.758,6730,0.46,0.433,0.061,0.034,0.105,0.565
66257,JUQUITIBA,SP,JUSTINOS,0.732,1572,0.553,0.349,0.06,0.029,0.099,0.652
66257,JUQUITIBA,SP,JUQUIAZINHO,0.696,474,0.576,0.31,0.063,0.044,0.113,0.689
66257,JUQUITIBA,SP,PALMEIRAS,0.687,2315,0.437,0.449,0.055,0.049,0.113,0.55
66257,JUQUITIBA,SP,PALMEIRINHA,0.665,845,0.499,0.392,0.062,0.039,0.109,0.608
66257,JUQUITIBA,SP,BARNABES,0.643,2970,0.432,0.48,0.044,0.033,0.088,0.52
66257,JUQUITIBA,SP,PALESTINA,0.618,360,0.489,0.394,0.056,0.042,0.118,0.607
66257,JUQUITIBA,SP,SOARES,0.614,598,0.495,0.41,0.052,0.037,0.096,0.591
66257,JUQUITIBA,SP,SAMA,0.562,219,0.498,0.402,0.05,0.027,0.1,0.598
66257,JUQUITIBA,SP,VITALINO,0.546,293,0.379,0.444,0.119,0.044,0.177,0.556
66257,JUQUITIBA,SP,SENHORINHAS,0.532,837,0.468,0.459,0.038,0.025,0.072,0.54
