TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
34657,CONCEIÇÃO DO ALMEIDA,BA,CENTRO,0.781,6633,0.813,0.156,0.01,0.013,0.031,0.844
34657,CONCEIÇÃO DO ALMEIDA,BA,POVOADO SÃO FRANCISCO DA MOMBAÇA,0.705,785,0.831,0.124,0.014,0.018,0.046,0.877
34657,CONCEIÇÃO DO ALMEIDA,BA,POVOADO VILA DO COMÉRCIO,0.679,789,0.854,0.112,0.011,0.01,0.033,0.887
34657,CONCEIÇÃO DO ALMEIDA,BA,POVOADO PAU-CEDRO,0.678,668,0.757,0.186,0.015,0.022,0.056,0.813
34657,CONCEIÇÃO DO ALMEIDA,BA,POVOADO MURITIBINHA,0.671,611,0.789,0.16,0.026,0.011,0.05,0.839
34657,CONCEIÇÃO DO ALMEIDA,BA,DISTRITO SANTANA DO RIO DA DONA,0.647,394,0.929,0.058,0.003,0.003,0.014,0.943
34657,CONCEIÇÃO DO ALMEIDA,BA,POVOADO SAPATUÍ,0.635,474,0.878,0.103,0.006,0.011,0.019,0.897
34657,CONCEIÇÃO DO ALMEIDA,BA,DISTRITO TABULEIRO DE MENEZES,0.634,528,0.778,0.176,0.017,0.011,0.045,0.823
34657,CONCEIÇÃO DO ALMEIDA,BA,POVOADO PONTO DE SÃO JOSÉ,0.607,187,0.834,0.123,0.011,0.021,0.043,0.877
34657,CONCEIÇÃO DO ALMEIDA,BA,POVOADO ESTREITO,0.604,60,0.933,0.033,0.0,0.0,0.033,0.966
34657,CONCEIÇÃO DO ALMEIDA,BA,POVOADO GRAM-PARÁ,0.595,243,0.823,0.14,0.008,0.008,0.037,0.86
34657,CONCEIÇÃO DO ALMEIDA,BA,POVOADO BAIXA DE AREIA,0.561,169,0.864,0.118,0.006,0.006,0.018,0.882
