TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
42234,CAMPO BELO,MG,SAO BENEDITO,0.659,2728,0.51,0.418,0.039,0.023,0.072,0.582
42234,CAMPO BELO,MG,ALTO DAS MERCES,0.612,3195,0.445,0.482,0.042,0.017,0.073,0.518
42234,CAMPO BELO,MG,FEIRA,0.609,3403,0.52,0.424,0.033,0.011,0.054,0.574
42234,CAMPO BELO,MG,VILA ARANDUTABA,0.607,1967,0.428,0.484,0.05,0.026,0.088,0.516
42234,CAMPO BELO,MG,VILA MATILDE,0.6,3207,0.384,0.528,0.051,0.022,0.088,0.472
42234,CAMPO BELO,MG,JARDIM AMERICA,0.593,1572,0.446,0.471,0.055,0.017,0.083,0.529
42234,CAMPO BELO,MG,CENTRO,0.56,6167,0.319,0.595,0.045,0.025,0.085,0.404
42234,CAMPO BELO,MG,VILA WALDEMAR CARVALHO,0.55,1605,0.384,0.526,0.06,0.017,0.09,0.474
42234,CAMPO BELO,MG,ZONA RURAL,0.543,760,0.433,0.48,0.057,0.016,0.087,0.52
42234,CAMPO BELO,MG,VILA ISABEL,0.541,3862,0.337,0.581,0.042,0.026,0.081,0.418
