TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
8001,NOVA OLINDA DO MARANHÃO,MA,POVOADO 5ª QUADRA DA B-6,0.726,197,0.863,0.071,0.036,0.025,0.066,0.929
8001,NOVA OLINDA DO MARANHÃO,MA,CENTRO - ZONA URBANA,0.708,3693,0.692,0.262,0.013,0.028,0.045,0.737
8001,NOVA OLINDA DO MARANHÃO,MA,POVOADO 3ª QUADRA DA B-1,0.693,234,0.919,0.034,0.013,0.017,0.047,0.966
8001,NOVA OLINDA DO MARANHÃO,MA,POVOADO 2ª QUADRA DA B-5,0.69,131,0.824,0.107,0.008,0.053,0.069,0.893
8001,NOVA OLINDA DO MARANHÃO,MA,BAIRRO SALES - ZONA URBANA,0.673,1392,0.787,0.177,0.011,0.02,0.036,0.823
8001,NOVA OLINDA DO MARANHÃO,MA,POVOADO MONTE ALEGRE - ZONA RURAL,0.663,438,0.781,0.164,0.032,0.018,0.054,0.835
8001,NOVA OLINDA DO MARANHÃO,MA,POVOADO 5ª QUADRA DA B-4,0.661,164,0.933,0.024,0.037,0.006,0.043,0.976
8001,NOVA OLINDA DO MARANHÃO,MA,BAIRRO NOVO - ZONA URBANA,0.658,865,0.797,0.164,0.007,0.023,0.039,0.836
8001,NOVA OLINDA DO MARANHÃO,MA,ZONA RURAL,0.658,396,0.902,0.071,0.008,0.015,0.029,0.931
8001,NOVA OLINDA DO MARANHÃO,MA,TRATOR - ZONA URBANA,0.65,383,0.755,0.188,0.029,0.026,0.058,0.813
8001,NOVA OLINDA DO MARANHÃO,MA,POVOADO PELÔNIA - ZONA RURAL,0.639,317,0.883,0.085,0.003,0.013,0.031,0.914
8001,NOVA OLINDA DO MARANHÃO,MA,PIABA - ZONA URBANA,0.626,518,0.826,0.143,0.006,0.025,0.031,0.857
8001,NOVA OLINDA DO MARANHÃO,MA,POVOADO 5ª QUADRA DA B-5,0.615,207,0.913,0.063,0.019,0.005,0.024,0.937
8001,NOVA OLINDA DO MARANHÃO,MA,POVOADO 3ª QUADRA DA B-2,0.594,61,0.918,0.049,0.016,0.0,0.032,0.95
8001,NOVA OLINDA DO MARANHÃO,MA,POVOADO DA QUADRA XIII,0.571,131,0.924,0.076,0.0,0.0,0.0,0.924
8001,NOVA OLINDA DO MARANHÃO,MA,POVOADO BOA VISTA - ZONA RURAL,0.541,163,0.791,0.172,0.018,0.012,0.036,0.827
8001,NOVA OLINDA DO MARANHÃO,MA,POVOADO SANTA CRUZ - ZONA RURAL,0.411,126,0.643,0.325,0.008,0.024,0.032,0.675
