TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
71510,SUZANO,SP,JARDIM SAO JOSE,0.792,6050,0.499,0.393,0.053,0.04,0.106,0.605
71510,SUZANO,SP,JARDIM ALTEROPOLIS,0.774,4377,0.506,0.391,0.05,0.038,0.101,0.607
71510,SUZANO,SP,CHACARA MIGUEL BADRA,0.768,8684,0.515,0.398,0.044,0.032,0.086,0.601
71510,SUZANO,SP,PARQUE MARIA HELENA,0.767,3562,0.465,0.408,0.065,0.042,0.129,0.594
71510,SUZANO,SP,JARDIM EUROPA,0.745,1677,0.518,0.363,0.058,0.038,0.12,0.638
71510,SUZANO,SP,VILA URUPES,0.741,7612,0.4,0.467,0.07,0.045,0.133,0.533
71510,SUZANO,SP,JARDIM MONTE CRISTO,0.739,3369,0.476,0.42,0.056,0.033,0.105,0.581
71510,SUZANO,SP,PARQUE SUZANO,0.738,7463,0.381,0.465,0.092,0.045,0.155,0.536
71510,SUZANO,SP,VILA FATIMA,0.734,3101,0.535,0.38,0.044,0.029,0.085,0.62
71510,SUZANO,SP,JARDIM GARDENIA AZUL,0.731,3161,0.511,0.399,0.047,0.029,0.09,0.601
71510,SUZANO,SP,VILA AMORIM,0.73,7519,0.385,0.477,0.083,0.038,0.138,0.523
71510,SUZANO,SP,VILA MALUF,0.73,5328,0.422,0.463,0.064,0.034,0.115,0.537
71510,SUZANO,SP,JARDIM SAO BERNARDINO,0.726,1191,0.509,0.359,0.066,0.044,0.133,0.642
71510,SUZANO,SP,CIDADE MIGUEL BADRA,0.725,3115,0.496,0.411,0.053,0.029,0.093,0.589
71510,SUZANO,SP,VILA RICA,0.724,3307,0.493,0.416,0.05,0.03,0.092,0.585
71510,SUZANO,SP,CID. MIGUEL BADRA BAIXA,0.723,3361,0.518,0.398,0.042,0.032,0.084,0.602
71510,SUZANO,SP,JARDIM FERNANDES,0.721,6132,0.415,0.475,0.059,0.036,0.111,0.526
71510,SUZANO,SP,RECANTO SAO JOSE,0.721,1377,0.528,0.363,0.062,0.033,0.108,0.636
71510,SUZANO,SP,JARDIM VARAN,0.72,792,0.578,0.314,0.047,0.04,0.107,0.685
71510,SUZANO,SP,CIDADE BOA VISTA,0.717,2476,0.451,0.429,0.061,0.047,0.121,0.572
71510,SUZANO,SP,JARDIM MARCIA,0.716,2200,0.475,0.412,0.057,0.038,0.111,0.586
71510,SUZANO,SP,JARDIM CACIQUE,0.713,3761,0.424,0.461,0.059,0.043,0.115,0.539
71510,SUZANO,SP,JARDIM REVISTA,0.703,4345,0.434,0.466,0.056,0.033,0.1,0.534
71510,SUZANO,SP,JARDIM DONA BENTA,0.699,4260,0.438,0.466,0.046,0.037,0.097,0.535
71510,SUZANO,SP,JARDIM LUELLA,0.698,3696,0.42,0.47,0.064,0.032,0.109,0.529
71510,SUZANO,SP,PARQUE RESIDENCIAL CASA BRANCA,0.692,6597,0.394,0.5,0.057,0.035,0.106,0.5
71510,SUZANO,SP,JARDIM NATAL,0.691,1578,0.454,0.42,0.068,0.037,0.126,0.58
71510,SUZANO,SP,JARDIM CASA BRANCA,0.689,3065,0.392,0.475,0.075,0.036,0.134,0.526
71510,SUZANO,SP,JARDIM IKEDA,0.682,1644,0.479,0.418,0.057,0.036,0.103,0.582
71510,SUZANO,SP,TABA MARAJOARA,0.679,3804,0.421,0.481,0.052,0.031,0.099,0.52
71510,SUZANO,SP,CIDADE EDSON,0.675,2712,0.376,0.475,0.086,0.046,0.149,0.525
71510,SUZANO,SP,JARDIM PLANALTO,0.674,756,0.537,0.361,0.049,0.042,0.101,0.638
71510,SUZANO,SP,VILA SAO JORGE,0.673,3903,0.347,0.5,0.091,0.045,0.153,0.5
