TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
82872,RIO DO OESTE,SC,CENTRO,0.364,2449,0.261,0.681,0.035,0.011,0.058,0.319
82872,RIO DO OESTE,SC,TOCA GRANDE 1,0.355,228,0.351,0.57,0.048,0.018,0.079,0.43
82872,RIO DO OESTE,SC,SÃO JOSÉ,0.345,240,0.321,0.596,0.042,0.029,0.083,0.404
82872,RIO DO OESTE,SC,RIBEIRÃO FRANZOI,0.342,138,0.536,0.428,0.007,0.022,0.036,0.572
82872,RIO DO OESTE,SC,TOCA GRANDE 2,0.333,101,0.396,0.535,0.02,0.03,0.07,0.466
82872,RIO DO OESTE,SC,ALTO RIBEIRÃO CAFÉ,0.238,85,0.235,0.682,0.059,0.012,0.083,0.318
82872,RIO DO OESTE,SC,RIBEIRÃO CAFÉ,0.217,126,0.135,0.786,0.056,0.024,0.08,0.215
82872,RIO DO OESTE,SC,SERRA GABIROBA,0.215,596,0.268,0.688,0.02,0.015,0.044,0.312
82872,RIO DO OESTE,SC,ALTO SUMIDOR,0.197,227,0.396,0.581,0.018,0.0,0.022,0.418
82872,RIO DO OESTE,SC,ÁGUAS VERDES,0.164,147,0.333,0.626,0.034,0.0,0.041,0.374
82872,RIO DO OESTE,SC,SERRA SÃO JORGE,0.148,90,0.256,0.689,0.044,0.0,0.055,0.311
82872,RIO DO OESTE,SC,ANGICO,0.146,134,0.127,0.813,0.037,0.022,0.059,0.186
82872,RIO DO OESTE,SC,ANTA GORDA,0.138,85,0.129,0.812,0.012,0.012,0.06,0.189
82872,RIO DO OESTE,SC,SANTA LUZIA,0.112,94,0.096,0.851,0.021,0.032,0.053,0.149
82872,RIO DO OESTE,SC,CABEÇA D'ANTA,0.088,147,0.299,0.68,0.02,0.0,0.02,0.319
