TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
61492,APARECIDA,SP,PONTE ALTA,0.623,3221,0.335,0.541,0.075,0.037,0.125,0.46
61492,APARECIDA,SP,SANTA RITA,0.619,2401,0.375,0.515,0.067,0.033,0.11,0.485
61492,APARECIDA,SP,JARDIM SÃO PAULO,0.61,4186,0.329,0.563,0.065,0.03,0.109,0.438
61492,APARECIDA,SP,ITAGUAÇU,0.553,2518,0.325,0.573,0.06,0.029,0.101,0.426
61492,APARECIDA,SP,SANTA LUZIA,0.551,1058,0.388,0.512,0.061,0.024,0.1,0.488
61492,APARECIDA,SP,VILA MARIANA,0.549,1975,0.315,0.573,0.073,0.03,0.114,0.429
61492,APARECIDA,SP,SÃO ROQUE,0.541,1397,0.329,0.553,0.075,0.026,0.117,0.446
61492,APARECIDA,SP,JARDIM PARAIBA,0.522,2015,0.277,0.605,0.083,0.024,0.117,0.394
61492,APARECIDA,SP,SANTA TEREZINHA,0.519,1350,0.354,0.551,0.056,0.03,0.095,0.449
61492,APARECIDA,SP,SÃO GERALDO,0.491,694,0.373,0.533,0.063,0.016,0.093,0.466
61492,APARECIDA,SP,AROEIRA,0.488,869,0.31,0.574,0.078,0.032,0.115,0.425
61492,APARECIDA,SP,PERPÉTUO SOCORRO,0.481,246,0.447,0.467,0.02,0.037,0.085,0.532
