TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
1457,SENA MADUREIRA,AC,BAIRRO DA PISTA,0.496,1972,0.323,0.592,0.05,0.029,0.087,0.41
1457,SENA MADUREIRA,AC,CENTRO,0.493,7813,0.258,0.665,0.045,0.02,0.076,0.334
1457,SENA MADUREIRA,AC,ZONA RURAL,0.438,1694,0.246,0.663,0.051,0.031,0.091,0.337
1457,SENA MADUREIRA,AC,NITEROI,0.418,666,0.393,0.542,0.032,0.02,0.066,0.459
1457,SENA MADUREIRA,AC,VILA MILITAR,0.407,912,0.258,0.649,0.057,0.029,0.093,0.351
1457,SENA MADUREIRA,AC,CRISTO LIBERTADOR,0.399,580,0.293,0.617,0.055,0.014,0.091,0.384
1457,SENA MADUREIRA,AC,BOSQUE,0.392,1474,0.235,0.685,0.057,0.015,0.08,0.315
1457,SENA MADUREIRA,AC,CIDADE NOVA,0.363,852,0.286,0.64,0.048,0.022,0.074,0.36
1457,SENA MADUREIRA,AC,CSU,0.35,1135,0.243,0.685,0.036,0.024,0.072,0.315
1457,SENA MADUREIRA,AC,VITORIA,0.346,855,0.298,0.635,0.039,0.019,0.067,0.365
1457,SENA MADUREIRA,AC,BOM SUCESSO,0.327,1032,0.279,0.659,0.032,0.02,0.062,0.341
1457,SENA MADUREIRA,AC,ANA VIEIRA,0.306,1093,0.224,0.713,0.033,0.018,0.063,0.287
1457,SENA MADUREIRA,AC,EUGENIO AUGUSTO AREAL,0.3,863,0.256,0.683,0.041,0.019,0.062,0.318
1457,SENA MADUREIRA,AC,TRIANGULO,0.297,845,0.233,0.703,0.037,0.019,0.064,0.297
