TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
41998,CAETÉ,MG,PEDRA BRANCA,0.822,4481,0.521,0.355,0.071,0.041,0.123,0.644
41998,CAETÉ,MG,CENTRO,0.799,5199,0.487,0.392,0.073,0.036,0.121,0.608
41998,CAETÉ,MG,JOSE BRANDAO,0.795,6083,0.473,0.403,0.072,0.035,0.123,0.596
41998,CAETÉ,MG,BONSUCESSO,0.777,2400,0.55,0.344,0.062,0.031,0.106,0.656
41998,CAETÉ,MG,CONJUNTO EMBOABAS I E II,0.763,1173,0.608,0.289,0.055,0.031,0.105,0.713
41998,CAETÉ,MG,MORGAN,0.705,1170,0.491,0.381,0.063,0.045,0.128,0.619
41998,CAETÉ,MG,VILA DAS FLORES,0.7,1106,0.485,0.384,0.074,0.042,0.132,0.617
41998,CAETÉ,MG,ROCAS NOVAS,0.677,1049,0.491,0.398,0.051,0.047,0.112,0.603
41998,CAETÉ,MG,PENEDIA,0.677,916,0.503,0.386,0.055,0.034,0.111,0.614
41998,CAETÉ,MG,MORRO VERMELHO,0.664,533,0.497,0.371,0.06,0.049,0.132,0.629
41998,CAETÉ,MG,ANTONIO DOS SANTOS,0.664,539,0.545,0.353,0.067,0.017,0.103,0.648
41998,CAETÉ,MG,AGUA LIMPA,0.593,88,0.534,0.341,0.068,0.045,0.124,0.658
41998,CAETÉ,MG,RANCHO NOVO,0.587,448,0.685,0.261,0.027,0.013,0.053,0.738
41998,CAETÉ,MG,POSSES,0.505,285,0.449,0.463,0.06,0.021,0.089,0.538
