TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
69531,REGISTRO,SP,SERROTE,0.624,1003,0.465,0.437,0.061,0.02,0.099,0.564
69531,REGISTRO,SP,CENTRO,0.615,9477,0.339,0.568,0.054,0.026,0.093,0.432
69531,REGISTRO,SP,GUAVIRUVA,0.611,225,0.578,0.329,0.062,0.022,0.093,0.671
69531,REGISTRO,SP,NÃO ESPECIFICADO,0.547,154,0.87,0.123,0.0,0.006,0.006,0.876
69531,REGISTRO,SP,VILA NOVA RIBEIRA,0.54,1549,0.321,0.564,0.055,0.048,0.116,0.437
69531,REGISTRO,SP,VILA RIBEIROPOLIS,0.528,3399,0.277,0.625,0.059,0.027,0.098,0.375
69531,REGISTRO,SP,CAPINZAL DO VITORIO,0.506,645,0.426,0.493,0.056,0.023,0.081,0.507
69531,REGISTRO,SP,ARAPONGAL,0.498,2083,0.383,0.548,0.035,0.02,0.069,0.452
69531,REGISTRO,SP,JARDIM CAICARA,0.494,1850,0.314,0.597,0.054,0.023,0.091,0.405
69531,REGISTRO,SP,JARDIM VALERI,0.484,812,0.4,0.521,0.046,0.02,0.078,0.478
69531,REGISTRO,SP,AGROCHA,0.48,1400,0.406,0.529,0.041,0.019,0.066,0.472
69531,REGISTRO,SP,JARDIM PAULISTANO,0.472,726,0.421,0.507,0.03,0.026,0.071,0.492
69531,REGISTRO,SP,TAQUARUCU,0.47,360,0.569,0.383,0.031,0.008,0.048,0.617
69531,REGISTRO,SP,JARDIM XANGRILA,0.449,984,0.323,0.589,0.044,0.032,0.088,0.411
69531,REGISTRO,SP,JARDIM SAO NICOLAU,0.449,1501,0.282,0.628,0.057,0.022,0.09,0.372
69531,REGISTRO,SP,VILA NOVA REGISTRO,0.447,1276,0.393,0.544,0.027,0.02,0.063,0.456
69531,REGISTRO,SP,NOSSO TETO,0.442,2433,0.304,0.625,0.032,0.027,0.071,0.375
69531,REGISTRO,SP,VILA SAO FRANCISCO,0.44,1051,0.391,0.544,0.03,0.023,0.065,0.456
69531,REGISTRO,SP,VILA CABRAL,0.438,1448,0.282,0.632,0.048,0.028,0.087,0.369
69531,REGISTRO,SP,JARDIM SAO PAULO,0.422,720,0.312,0.6,0.042,0.031,0.089,0.401
69531,REGISTRO,SP,DRA. ALZIRA PACHECO LOMBA KOTONA,0.42,700,0.311,0.599,0.049,0.034,0.089,0.4
