TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
81175,GASPAR,SC,SANTA TEREZINHA,0.473,5221,0.247,0.676,0.045,0.019,0.076,0.323
81175,GASPAR,SC,BELA VISTA,0.473,3725,0.258,0.664,0.036,0.021,0.08,0.338
81175,GASPAR,SC,SETE DE SETEMBRO,0.463,4306,0.231,0.69,0.042,0.017,0.078,0.309
81175,GASPAR,SC,COLONINHA,0.453,3548,0.274,0.654,0.043,0.017,0.072,0.346
81175,GASPAR,SC,FIGUEIRA,0.441,2688,0.267,0.657,0.044,0.013,0.076,0.343
81175,GASPAR,SC,MARGEM ESQUERDA,0.431,3728,0.262,0.671,0.042,0.012,0.067,0.329
81175,GASPAR,SC,GASPARINHO,0.409,2618,0.249,0.681,0.041,0.015,0.07,0.319
81175,GASPAR,SC,CENTRO,0.405,2142,0.224,0.697,0.044,0.015,0.077,0.301
81175,GASPAR,SC,LAGOA,0.388,3009,0.236,0.703,0.035,0.012,0.063,0.299
81175,GASPAR,SC,GASPAR ALTO,0.387,404,0.292,0.611,0.047,0.03,0.096,0.388
81175,GASPAR,SC,BATEIAS,0.34,1634,0.309,0.639,0.024,0.01,0.052,0.361
81175,GASPAR,SC,BELCHIOR ALTO,0.339,1538,0.143,0.788,0.036,0.013,0.07,0.213
81175,GASPAR,SC,BARRACÃO,0.331,1561,0.261,0.68,0.037,0.008,0.059,0.32
81175,GASPAR,SC,GASPAR GRANDE,0.313,1040,0.221,0.713,0.038,0.013,0.066,0.287
81175,GASPAR,SC,BELCHIOR CENTRAL,0.312,775,0.154,0.77,0.046,0.012,0.076,0.23
81175,GASPAR,SC,ALTO GASPARINHO,0.282,594,0.278,0.662,0.042,0.013,0.06,0.338
