TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
58467,MESQUITA,RJ,COSMORAMA,0.606,7822,0.37,0.548,0.035,0.036,0.081,0.451
58467,MESQUITA,RJ,VILA EMIL,0.593,12732,0.373,0.552,0.036,0.03,0.074,0.447
58467,MESQUITA,RJ,CENTRO,0.578,18128,0.362,0.565,0.034,0.027,0.072,0.434
58467,MESQUITA,RJ,BANCO DE AREIA,0.574,12323,0.37,0.56,0.034,0.026,0.07,0.44
58467,MESQUITA,RJ,SANTA TEREZINHA,0.573,10221,0.387,0.546,0.031,0.025,0.066,0.453
58467,MESQUITA,RJ,PRESIDENTE JUSCELINO,0.554,4387,0.388,0.543,0.028,0.031,0.068,0.456
58467,MESQUITA,RJ,SANTO ELIAS,0.546,7321,0.357,0.573,0.034,0.027,0.069,0.426
58467,MESQUITA,RJ,ROCHA SOBRINHO,0.544,4489,0.371,0.558,0.026,0.037,0.07,0.441
58467,MESQUITA,RJ,CHATUBA,0.544,11567,0.385,0.555,0.028,0.02,0.059,0.444
58467,MESQUITA,RJ,EDSON PASSOS,0.542,9812,0.361,0.574,0.029,0.024,0.065,0.426
58467,MESQUITA,RJ,COREIA,0.497,3429,0.365,0.569,0.03,0.027,0.064,0.429
58467,MESQUITA,RJ,JACUTINGA,0.432,1232,0.425,0.523,0.025,0.021,0.052,0.477
58467,MESQUITA,RJ,PARQUE SENADOR,0.37,603,0.353,0.58,0.028,0.03,0.066,0.419
