TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
85855,CANELA,RS,CENTRO,0.588,10748,0.283,0.612,0.052,0.037,0.103,0.386
85855,CANELA,RS,CANELINHA,0.577,2167,0.391,0.52,0.052,0.028,0.088,0.479
85855,CANELA,RS,LINHA SÃO JOÃO,0.561,136,0.537,0.368,0.059,0.015,0.096,0.633
85855,CANELA,RS,LEODORO AZEVEDO,0.515,1943,0.297,0.598,0.048,0.041,0.105,0.402
85855,CANELA,RS,LINHA SÃO PAULO,0.507,89,0.438,0.438,0.056,0.045,0.123,0.561
85855,CANELA,RS,BOM JESUS,0.492,945,0.317,0.572,0.07,0.031,0.11,0.427
85855,CANELA,RS,MORRO CALÇADO,0.484,164,0.518,0.409,0.024,0.043,0.073,0.591
85855,CANELA,RS,SAIQUI,0.476,712,0.319,0.57,0.067,0.031,0.11,0.429
85855,CANELA,RS,SÃO LUCAS,0.468,1049,0.435,0.504,0.036,0.022,0.061,0.496
85855,CANELA,RS,SANTA TEREZINHA,0.459,1079,0.276,0.617,0.056,0.035,0.107,0.383
85855,CANELA,RS,SÃO LUIZ,0.453,1385,0.375,0.559,0.035,0.021,0.067,0.442
85855,CANELA,RS,SANTA MARTA,0.447,1658,0.39,0.552,0.029,0.023,0.059,0.449
85855,CANELA,RS,SÃO JOSÉ,0.413,823,0.292,0.618,0.052,0.027,0.089,0.381
85855,CANELA,RS,DISTRITO INDUSTRIAL,0.406,993,0.338,0.59,0.039,0.025,0.071,0.409
85855,CANELA,RS,EUGÊNIO FERREIRA,0.4,134,0.373,0.53,0.037,0.037,0.095,0.468
85855,CANELA,RS,ARACY CORREA,0.399,607,0.343,0.582,0.036,0.033,0.076,0.419
85855,CANELA,RS,ULISSES DE ABREU,0.355,415,0.405,0.54,0.024,0.027,0.055,0.46
85855,CANELA,RS,CARACOL,0.143,147,0.19,0.755,0.034,0.014,0.055,0.245
