TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
56081,VILA PAVÃO,ES,PATRIMÔNIO DE TODOS OS ANJOS,0.652,246,0.577,0.313,0.045,0.049,0.11,0.687
56081,VILA PAVÃO,ES,ONDINA,0.587,2571,0.473,0.462,0.031,0.026,0.064,0.537
56081,VILA PAVÃO,ES,SÃO FRANCISCO DE ASSIS,0.566,241,0.485,0.411,0.046,0.05,0.104,0.589
56081,VILA PAVÃO,ES,PATRIMÔNIO DE CONCEIÇÃO DO QUINZE,0.514,224,0.714,0.246,0.027,0.013,0.04,0.754
56081,VILA PAVÃO,ES,DISTRITO DE PRAÇA RICA,0.513,559,0.555,0.392,0.041,0.009,0.054,0.609
56081,VILA PAVÃO,ES,PATRIMÔNIO DE TODOS OS SANTOS,0.499,450,0.611,0.344,0.02,0.022,0.044,0.655
56081,VILA PAVÃO,ES,CÓRREGO DO MUTUM,0.468,157,0.554,0.382,0.025,0.025,0.062,0.616
56081,VILA PAVÃO,ES,NOVA MUNIQUE,0.465,958,0.475,0.473,0.026,0.022,0.052,0.527
56081,VILA PAVÃO,ES,CÓRREGO DO ESTEVÃO,0.448,311,0.531,0.418,0.039,0.003,0.052,0.583
56081,VILA PAVÃO,ES,CÓRREGO BONITO,0.443,227,0.568,0.383,0.022,0.018,0.049,0.617
