TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
31950,NOSSA SENHORA DO SOCORRO,SE,PARQUE DOS FARÓIS,0.836,8520,0.622,0.295,0.044,0.03,0.082,0.704
31950,NOSSA SENHORA DO SOCORRO,SE,MARCOS FREIRE II,0.796,14207,0.512,0.394,0.046,0.039,0.094,0.606
31950,NOSSA SENHORA DO SOCORRO,SE,PIABETA,0.795,5208,0.565,0.348,0.041,0.035,0.087,0.652
31950,NOSSA SENHORA DO SOCORRO,SE,FERNANDO COLLOR DE MELO,0.789,8421,0.5,0.402,0.05,0.039,0.099,0.599
31950,NOSSA SENHORA DO SOCORRO,SE,MARCOS FREIRE III,0.785,5568,0.536,0.373,0.043,0.04,0.091,0.627
31950,NOSSA SENHORA DO SOCORRO,SE,JOÃO ALVES FILHO,0.779,13645,0.508,0.402,0.046,0.035,0.089,0.597
31950,NOSSA SENHORA DO SOCORRO,SE,MARCOS FREIRE I,0.779,10772,0.489,0.412,0.048,0.041,0.097,0.586
31950,NOSSA SENHORA DO SOCORRO,SE,JARDIM I,0.759,6735,0.586,0.344,0.033,0.026,0.069,0.655
31950,NOSSA SENHORA DO SOCORRO,SE,CENTRO,0.743,2865,0.597,0.327,0.036,0.035,0.075,0.672
31950,NOSSA SENHORA DO SOCORRO,SE,TAIÇOCA DE FORA,0.733,2949,0.581,0.343,0.041,0.026,0.075,0.656
31950,NOSSA SENHORA DO SOCORRO,SE,SANTA CECILIA,0.708,1975,0.601,0.327,0.042,0.023,0.073,0.674
31950,NOSSA SENHORA DO SOCORRO,SE,GUAJARÁ,0.675,1318,0.609,0.321,0.036,0.02,0.071,0.68
31950,NOSSA SENHORA DO SOCORRO,SE,PARQUE SÃO JOSÉ,0.66,1120,0.664,0.276,0.032,0.015,0.06,0.724
31950,NOSSA SENHORA DO SOCORRO,SE,TAIÇOCA DE DENTRO,0.658,775,0.617,0.31,0.044,0.025,0.074,0.691
31950,NOSSA SENHORA DO SOCORRO,SE,CALUMBI,0.651,411,0.754,0.187,0.041,0.012,0.057,0.811
31950,NOSSA SENHORA DO SOCORRO,SE,PALESTINA,0.647,1105,0.591,0.339,0.043,0.021,0.07,0.661
31950,NOSSA SENHORA DO SOCORRO,SE,PORTO GRANDE,0.647,788,0.685,0.256,0.027,0.028,0.059,0.744
31950,NOSSA SENHORA DO SOCORRO,SE,LAVANDEIRA,0.625,332,0.753,0.193,0.03,0.021,0.054,0.807
31950,NOSSA SENHORA DO SOCORRO,SE,NÃO ESPECIFICADO,0.61,53,0.811,0.132,0.038,0.019,0.057,0.868
31950,NOSSA SENHORA DO SOCORRO,SE,PAI ANDRÉ,0.607,1071,0.541,0.39,0.035,0.027,0.07,0.611
31950,NOSSA SENHORA DO SOCORRO,SE,SOBRADO,0.596,941,0.648,0.302,0.032,0.017,0.05,0.698
31950,NOSSA SENHORA DO SOCORRO,SE,BITA,0.585,500,0.678,0.27,0.026,0.014,0.052,0.73
31950,NOSSA SENHORA DO SOCORRO,SE,TABOCAS,0.577,976,0.496,0.43,0.042,0.023,0.074,0.57
31950,NOSSA SENHORA DO SOCORRO,SE,OITEIROS,0.572,544,0.546,0.382,0.04,0.02,0.071,0.617
31950,NOSSA SENHORA DO SOCORRO,SE,ESTIVA,0.551,264,0.72,0.235,0.023,0.019,0.046,0.766
