TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
35912,IRARÁ,BA,CENTRO,0.853,13058,0.764,0.177,0.02,0.028,0.057,0.821
35912,IRARÁ,BA,POVOADO SANTO ANTONIO,0.791,748,0.844,0.091,0.023,0.029,0.065,0.909
35912,IRARÁ,BA,DISTRITO BENTO SIMOES,0.752,1243,0.78,0.161,0.021,0.022,0.06,0.84
35912,IRARÁ,BA,CRUZEIRO DA QUEIMADA,0.737,480,0.75,0.173,0.021,0.042,0.078,0.828
35912,IRARÁ,BA,POVOADO SACO DO CAPIM,0.734,543,0.777,0.153,0.018,0.029,0.069,0.846
35912,IRARÁ,BA,POVOADO CAROBA,0.728,167,0.719,0.174,0.066,0.036,0.108,0.827
35912,IRARÁ,BA,POVOADO LARGO VELHO,0.725,947,0.8,0.147,0.01,0.029,0.054,0.854
35912,IRARÁ,BA,POVOADO LARGO NOVO,0.692,419,0.759,0.174,0.026,0.024,0.066,0.825
35912,IRARÁ,BA,POVOADO FAZENDA SACO DO BOM JESUS,0.68,179,0.771,0.156,0.034,0.028,0.074,0.845
35912,IRARÁ,BA,IRARAZINHO,0.624,481,0.786,0.173,0.021,0.019,0.042,0.828
35912,IRARÁ,BA,POVOADO BAIXINHA,0.602,127,0.937,0.039,0.0,0.016,0.024,0.961
35912,IRARÁ,BA,POVOADO BROTAS,0.559,129,0.814,0.147,0.0,0.023,0.039,0.853
