TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
33090,ÉRICO CARDOSO,BA,POVOADO ENCRUZILHADA,0.716,59,0.898,0.034,0.017,0.051,0.068,0.966
33090,ÉRICO CARDOSO,BA,POVOADO RIO DA CAIXA ,0.705,537,0.926,0.039,0.007,0.009,0.035,0.961
33090,ÉRICO CARDOSO,BA,CENTRO,0.7,1719,0.66,0.278,0.022,0.029,0.063,0.723
33090,ÉRICO CARDOSO,BA,POVOADO ABADIA,0.699,400,0.762,0.17,0.025,0.028,0.068,0.83
33090,ÉRICO CARDOSO,BA,POVOADO ANGICO,0.699,199,0.859,0.08,0.025,0.02,0.06,0.919
33090,ÉRICO CARDOSO,BA,POVOADO BARRA,0.682,242,0.81,0.128,0.017,0.041,0.062,0.872
33090,ÉRICO CARDOSO,BA,POVOADO BOMFIM,0.678,65,0.877,0.062,0.015,0.0,0.061,0.938
33090,ÉRICO CARDOSO,BA,POVOADO UMBUZEIRO CARNUDO,0.673,249,0.727,0.197,0.02,0.048,0.076,0.803
33090,ÉRICO CARDOSO,BA,POVOADO VEREDA,0.65,140,0.764,0.164,0.007,0.043,0.071,0.835
33090,ÉRICO CARDOSO,BA,POVOADO BREJO,0.637,239,0.967,0.013,0.008,0.008,0.02,0.987
33090,ÉRICO CARDOSO,BA,POVOADO SANTA ROSA,0.617,230,0.883,0.087,0.009,0.017,0.03,0.913
33090,ÉRICO CARDOSO,BA,POVOADO PARAMIRIM DAS CREOLAS,0.615,162,0.883,0.08,0.019,0.0,0.037,0.92
33090,ÉRICO CARDOSO,BA,POVOADO BARRA DE CIMA,0.606,194,0.737,0.201,0.015,0.015,0.061,0.798
33090,ÉRICO CARDOSO,BA,POVOADO CACHOEIRA GRANDE,0.601,155,0.91,0.065,0.013,0.013,0.026,0.936
33090,ÉRICO CARDOSO,BA,POVOADO MORRO DO FOGO,0.597,206,0.786,0.165,0.005,0.039,0.049,0.835
33090,ÉRICO CARDOSO,BA,POVOADO SÍTIO,0.589,48,0.979,0.0,0.021,0.0,0.021,1.0
33090,ÉRICO CARDOSO,BA,POVOADO BARAÚNAS,0.576,126,0.889,0.087,0.008,0.008,0.024,0.913
33090,ÉRICO CARDOSO,BA,POVOADO MALHADINHA,0.562,270,0.759,0.2,0.004,0.022,0.041,0.8
33090,ÉRICO CARDOSO,BA,POVOADO PORTEIRAS,0.56,219,0.804,0.164,0.005,0.018,0.033,0.837
33090,ÉRICO CARDOSO,BA,POVOADO SANTAREM,0.544,185,0.827,0.151,0.011,0.011,0.022,0.849
33090,ÉRICO CARDOSO,BA,POVOADO CACHOEIRINHA,0.478,204,0.74,0.24,0.005,0.015,0.02,0.76
33090,ÉRICO CARDOSO,BA,POVOADO MUCHILANA,0.328,94,0.543,0.426,0.0,0.011,0.033,0.576
