TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
90999,JARDIM,MS,BAIRRO CAROLINA,0.512,418,0.498,0.431,0.045,0.014,0.071,0.569
90999,JARDIM,MS,BAIRRO ANGÉLICA,0.505,5169,0.369,0.572,0.04,0.011,0.059,0.428
90999,JARDIM,MS,VILA SEAC,0.498,660,0.577,0.379,0.036,0.008,0.044,0.621
90999,JARDIM,MS,BAIRRO POUSADA DO SOL,0.463,369,0.526,0.42,0.035,0.016,0.054,0.58
90999,JARDIM,MS,ZONA RURAL,0.449,76,0.737,0.237,0.013,0.013,0.026,0.763
90999,JARDIM,MS,CENTRO,0.433,2382,0.274,0.651,0.053,0.017,0.075,0.349
90999,JARDIM,MS,BAIRRO SANTA LUZIA,0.413,107,0.673,0.299,0.009,0.009,0.027,0.7
90999,JARDIM,MS,VILA COHAB,0.402,897,0.314,0.608,0.057,0.018,0.078,0.392
90999,JARDIM,MS,BAIRRO BRASIL,0.397,1071,0.306,0.619,0.054,0.013,0.075,0.381
90999,JARDIM,MS,VILA CAMISÃO,0.339,1578,0.364,0.596,0.03,0.004,0.04,0.404
90999,JARDIM,MS,BAIRRO BOQUEIRÃO,0.296,223,0.462,0.502,0.031,0.0,0.035,0.497
