TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
7196,ARARI,MA,CENTRO ZONA URBANA,0.806,9097,0.686,0.253,0.024,0.033,0.061,0.747
7196,ARARI,MA,CRUZEIRO ZONA URBANA,0.723,1607,0.704,0.235,0.025,0.032,0.062,0.766
7196,ARARI,MA,POVOADO CAPOEIRA GRANDE ZONA RURAL,0.712,276,0.786,0.141,0.036,0.029,0.072,0.858
7196,ARARI,MA,POVOADO TRIZIDELA ZONA RURAL,0.696,313,0.696,0.217,0.051,0.035,0.086,0.782
7196,ARARI,MA,POVOADO FÉLIX ZONA RURAL,0.678,324,0.901,0.059,0.025,0.015,0.04,0.941
7196,ARARI,MA,POVOADO BUBASA ZONA RURAL,0.677,417,0.871,0.089,0.022,0.017,0.041,0.912
7196,ARARI,MA,POVOADO CEDRO ZONA RURAL,0.662,237,0.92,0.042,0.021,0.013,0.038,0.958
7196,ARARI,MA,POVOADO ESCONDIDO ZONA RURAL,0.652,360,0.944,0.039,0.003,0.014,0.017,0.961
7196,ARARI,MA,POVOADO MANOEL JOÃO ZONA RURAL,0.652,371,0.949,0.038,0.008,0.005,0.013,0.962
7196,ARARI,MA,POVOADO ARARI-AÇU ZONA RURAL,0.649,332,0.943,0.039,0.006,0.009,0.018,0.961
7196,ARARI,MA,POVOADO MATA ZONA RURAL,0.645,393,0.86,0.104,0.015,0.015,0.035,0.895
7196,ARARI,MA,PERIMIRIM ZONA RURAL,0.643,703,0.707,0.236,0.013,0.038,0.056,0.763
7196,ARARI,MA,POVOADO MORADA NOVA ZONA RURAL,0.641,470,0.887,0.094,0.006,0.013,0.019,0.906
7196,ARARI,MA,POVOADO BONFIM ZONA RURAL,0.631,327,0.823,0.135,0.009,0.024,0.042,0.865
7196,ARARI,MA,POVOADO BARREIROS ZONA RURAL,0.608,232,0.616,0.302,0.03,0.03,0.082,0.698
7196,ARARI,MA,POVOADO MOITAS ZONA RURAL,0.603,567,0.82,0.16,0.011,0.007,0.02,0.84
7196,ARARI,MA,POVOADO CIPÓ ZONA RURAL,0.583,122,0.943,0.049,0.0,0.008,0.008,0.951
7196,ARARI,MA,POVOADO FLEXEIRAS ZONA RURAL,0.573,220,0.836,0.136,0.009,0.014,0.028,0.864
7196,ARARI,MA,POVOADO ARANHA ZONA RURAL,0.56,174,0.816,0.149,0.017,0.011,0.034,0.85
7196,ARARI,MA,POVOADO BAMBURRAL ZONA RURAL,0.548,437,0.73,0.236,0.023,0.009,0.034,0.764
7196,ARARI,MA,POVOADO SANTA INÊS ZONA RURAL,0.535,142,0.817,0.155,0.028,0.0,0.028,0.845
7196,ARARI,MA,POVOADO TABOCAL ZONA RURAL,0.517,81,0.827,0.148,0.012,0.0,0.024,0.851
7196,ARARI,MA,POVOADO ZONA RURAL,0.511,275,0.782,0.215,0.0,0.004,0.004,0.786
