TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
89290,TAQUARI,RS,CENTRO,0.659,5900,0.424,0.494,0.046,0.028,0.083,0.507
89290,TAQUARI,RS,PRAIA,0.54,520,0.563,0.377,0.035,0.023,0.06,0.623
89290,TAQUARI,RS,INTERIOR - RINCÃO SÃO JOSÉ,0.507,1273,0.416,0.514,0.038,0.024,0.072,0.488
89290,TAQUARI,RS,COLONIA 20 DE SETEMBRO,0.493,2047,0.414,0.526,0.027,0.022,0.06,0.474
89290,TAQUARI,RS,LEO ALVIM FALLER,0.488,1663,0.52,0.443,0.015,0.015,0.037,0.557
89290,TAQUARI,RS,SANTO ANTÔNIO,0.479,1093,0.402,0.528,0.044,0.02,0.071,0.473
89290,TAQUARI,RS,INTERIOR - BOM JARDIM,0.466,72,0.542,0.389,0.042,0.014,0.07,0.612
89290,TAQUARI,RS,COQUEIROS,0.423,977,0.431,0.517,0.033,0.01,0.052,0.483
89290,TAQUARI,RS,INTERIOR - AMORAS,0.405,525,0.505,0.457,0.025,0.01,0.039,0.544
89290,TAQUARI,RS,PASSO DA ALDEIA,0.393,386,0.448,0.497,0.018,0.026,0.055,0.503
89290,TAQUARI,RS,PRADO,0.387,842,0.425,0.526,0.027,0.015,0.048,0.473
89290,TAQUARI,RS,INTERIOR - BEIRA DO RIO,0.358,71,0.38,0.535,0.042,0.042,0.084,0.464
89290,TAQUARI,RS,INTERIOR - POVOADO JÚLIO DE CASTILHOS,0.343,160,0.575,0.406,0.019,0.0,0.019,0.594
89290,TAQUARI,RS,INTERIOR - COSTA DO SANTA CRUZ,0.331,130,0.423,0.515,0.031,0.015,0.061,0.484
