TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
69132,PORTO FELIZ,SP,CENTRO,0.557,9744,0.239,0.659,0.064,0.027,0.102,0.341
69132,PORTO FELIZ,SP,CHACARA NESTOR,0.52,2154,0.348,0.566,0.044,0.026,0.085,0.433
69132,PORTO FELIZ,SP,VILA PROGRESSO,0.515,3354,0.294,0.617,0.046,0.032,0.088,0.382
69132,PORTO FELIZ,SP,CIDADE JARDIM,0.507,1228,0.366,0.546,0.041,0.038,0.088,0.454
69132,PORTO FELIZ,SP,VILA AMERICA,0.504,2167,0.315,0.595,0.051,0.03,0.09,0.405
69132,PORTO FELIZ,SP,JARDIM EXCELSIOR,0.481,3690,0.296,0.629,0.043,0.025,0.075,0.371
69132,PORTO FELIZ,SP,DO BAMBU,0.48,4154,0.317,0.613,0.037,0.024,0.068,0.385
69132,PORTO FELIZ,SP,PQ RES AGUA BRANCA,0.457,1588,0.291,0.62,0.04,0.037,0.089,0.38
69132,PORTO FELIZ,SP,JARDIM VANTE,0.452,2262,0.363,0.575,0.029,0.024,0.061,0.424
69132,PORTO FELIZ,SP,JD VISTA ALEGRE,0.336,590,0.378,0.569,0.022,0.025,0.052,0.43
