TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-LULA
32476,TOBIAS BARRETO,SE,POVOADO SAMAMBAIA,0.751,1345,0.842,0.112,0.015,0.02,0.046,0.888
32476,TOBIAS BARRETO,SE,POVOADO PILOES,0.739,396,0.846,0.093,0.02,0.035,0.061,0.907
32476,TOBIAS BARRETO,SE,POVOADO MONTE COELHOS,0.727,1071,0.836,0.12,0.014,0.027,0.045,0.881
32476,TOBIAS BARRETO,SE,CENTRO,0.726,17024,0.578,0.361,0.023,0.032,0.058,0.636
32476,TOBIAS BARRETO,SE,POVOADO CURTUME,0.725,442,0.722,0.197,0.032,0.038,0.082,0.804
32476,TOBIAS BARRETO,SE,POVOADO JABIBERI,0.716,1024,0.828,0.127,0.023,0.017,0.045,0.873
32476,TOBIAS BARRETO,SE,POCO DA CLARA - ZONA RURAL,0.696,483,0.847,0.106,0.017,0.023,0.048,0.895
32476,TOBIAS BARRETO,SE,POVOADO PEDRA DE AMOLAR,0.669,470,0.889,0.079,0.011,0.019,0.032,0.921
32476,TOBIAS BARRETO,SE,POVOADO ALAGOINHAS,0.657,273,0.802,0.143,0.011,0.04,0.055,0.857
32476,TOBIAS BARRETO,SE,POVOADO NOVA BRASILIA,0.641,632,0.777,0.179,0.003,0.028,0.044,0.821
32476,TOBIAS BARRETO,SE,POVOADO ÁGUA BOA,0.639,268,0.922,0.052,0.022,0.004,0.026,0.948
32476,TOBIAS BARRETO,SE,POVOADO CAPITOA,0.639,520,0.702,0.238,0.021,0.031,0.06,0.762
32476,TOBIAS BARRETO,SE,CJTO PADRE PEDRO,0.621,1463,0.73,0.238,0.011,0.016,0.032,0.762
32476,TOBIAS BARRETO,SE,POVOADO TAQUARA,0.613,193,0.896,0.073,0.0,0.01,0.03,0.926
32476,TOBIAS BARRETO,SE,POVOADO CAMPO PEQUENO,0.606,484,0.843,0.14,0.002,0.012,0.016,0.859
32476,TOBIAS BARRETO,SE,POVOADO BARRIGA,0.605,628,0.769,0.196,0.021,0.01,0.036,0.805
32476,TOBIAS BARRETO,SE,CJTO IRMA DULCE,0.605,1628,0.705,0.264,0.012,0.016,0.03,0.735
32476,TOBIAS BARRETO,SE,POVOADO SUTERO,0.602,216,0.778,0.171,0.014,0.037,0.051,0.829
32476,TOBIAS BARRETO,SE,CJTO VALTER FRANCO,0.599,1277,0.587,0.358,0.019,0.034,0.056,0.643
32476,TOBIAS BARRETO,SE,AGROVILA - ZONA RURAL,0.597,317,0.858,0.123,0.0,0.013,0.019,0.877
32476,TOBIAS BARRETO,SE,POVOADO CAMPESTRE DO ABREU,0.582,282,0.844,0.135,0.014,0.007,0.021,0.865
32476,TOBIAS BARRETO,SE,POVOADO CANCELÃO,0.581,202,0.861,0.114,0.005,0.01,0.025,0.886
32476,TOBIAS BARRETO,SE,POVOADO CANDEIAS,0.568,409,0.775,0.196,0.015,0.01,0.03,0.805
32476,TOBIAS BARRETO,SE,POVOADO ROMA,0.553,481,0.763,0.214,0.015,0.006,0.023,0.786
32476,TOBIAS BARRETO,SE,POVOADO SAQUINHO,0.547,305,0.793,0.184,0.016,0.003,0.022,0.815
32476,TOBIAS BARRETO,SE,CJTO AGRIPINO BERNARDO DOS SANTOS,0.524,329,0.76,0.219,0.009,0.012,0.021,0.781
