TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
88340,CARAÁ,RS,ALTO RIO DO MEIO,0.625,227,0.533,0.348,0.079,0.026,0.118,0.651
88340,CARAÁ,RS,CENTRO,0.619,1208,0.43,0.463,0.057,0.038,0.107,0.537
88340,CARAÁ,RS,MORRO AGUDO,0.601,112,0.482,0.321,0.152,0.036,0.197,0.679
88340,CARAÁ,RS,PEDRA BRANCA,0.594,259,0.432,0.386,0.124,0.039,0.183,0.615
88340,CARAÁ,RS,ALTO CARAA,0.578,206,0.461,0.403,0.083,0.039,0.137,0.598
88340,CARAÁ,RS,VILA NOVA,0.571,276,0.54,0.377,0.04,0.036,0.084,0.624
88340,CARAÁ,RS,RIO DOS SINOS,0.549,774,0.411,0.492,0.056,0.032,0.097,0.508
88340,CARAÁ,RS,ALTO RIO DOS SINOS,0.536,260,0.515,0.404,0.046,0.035,0.081,0.596
88340,CARAÁ,RS,LINHA PADRE VIEIRA,0.508,143,0.42,0.455,0.105,0.0,0.126,0.546
88340,CARAÁ,RS,CARAA CENTRAL,0.478,304,0.359,0.523,0.086,0.026,0.119,0.478
88340,CARAÁ,RS,PASSO OSVALDO CRUZ,0.446,316,0.437,0.491,0.051,0.016,0.073,0.51
88340,CARAÁ,RS,FRAGA,0.413,234,0.252,0.564,0.145,0.026,0.184,0.436
88340,CARAÁ,RS,ARROIO GUIMARAES,0.4,185,0.395,0.524,0.049,0.022,0.082,0.477
88340,CARAÁ,RS,SERTAO DO RIO DOS SINOS,0.374,273,0.509,0.451,0.037,0.004,0.041,0.55
