TSE,MUNICIPIO,UF,BAIRRO/LOCALIDADE,ÍNDICE DE VIRA VOTO,VALIDOS,Lula,Bolsonaro,Tebet,Ciro,"NEM LULA, NEM BOLSONARO",ANTI-BOLSONARO
86592,FELIZ,RS,CENTRO,0.531,2505,0.304,0.597,0.047,0.032,0.1,0.404
86592,FELIZ,RS,BOM FIM,0.509,958,0.314,0.562,0.073,0.035,0.123,0.437
86592,FELIZ,RS,MATIEL,0.5,1373,0.328,0.575,0.052,0.028,0.097,0.425
86592,FELIZ,RS,VILA RICA,0.432,599,0.284,0.608,0.057,0.03,0.109,0.393
86592,FELIZ,RS,COQUEIRAL,0.422,147,0.408,0.503,0.061,0.02,0.088,0.496
86592,FELIZ,RS,ARROIO FELIZ,0.421,802,0.293,0.615,0.054,0.029,0.092,0.385
86592,FELIZ,RS,PICADA CARÁ,0.402,376,0.343,0.572,0.051,0.029,0.086,0.429
86592,FELIZ,RS,SÃO ROQUE,0.347,532,0.32,0.611,0.028,0.028,0.07,0.39
86592,FELIZ,RS,ESCADINHAS,0.277,899,0.257,0.686,0.033,0.014,0.055,0.312
86592,FELIZ,RS,RONCADOR,0.274,338,0.269,0.663,0.056,0.0,0.068,0.337
86592,FELIZ,RS,BANANAL,0.242,350,0.32,0.629,0.031,0.011,0.051,0.371
